graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
HCC1954 Breast Cell Line Short-term ErbB Network,False,16,3,5,0.3125,6,2.875,92,1.0,1.0,0.0,1,0.012579968949939882,0.00264750378214826,0.038577912254160365,1.0,0.11767776096822996,0.6671709531012908,0.275,0.10052990913391113,27.353680849075317,225.50784301757812,0.8853278160095215
Human Gonadal Sex Determination,False,19,3,0,0.0,10,4.157894736842105,3,1.0,1.0,0.0,1,0.23543250777787714,0.4780645161290323,0.5206451612903226,1.0,0.04958064516129032,-0.0,0.05,0.3549070358276367,1.4401960372924805,22.318203926086426,1.596703052520752
Iron acquisition and oxidative stress response in aspergillus fumigatus,False,22,3,2,0.09090909090909091,6,1.7272727272727273,4,5.5,5.5,3.5,9,0.01755716311946754,0.24410540915395285,0.2792417938049006,1.0,0.7170180305131763,-0.0,0.0,0.027699947357177734,3.2174479961395264,7.458317995071411,1.477329969406128
Lac Operon,False,13,3,3,0.23076923076923078,4,1.6923076923076923,9,1.0,1.0,0.0,1,0.03845351394108407,0.12277730736663844,0.1354784081287045,1.0,0.435537679932261,-0.0,0.0,0.012063026428222656,1.721484899520874,1.1293079853057861,0.5297517776489258
Lymphoid and myeloid cell specification and transdifferentiation,False,33,3,2,0.06060606060606061,10,2.8484848484848486,11,1.1818181818181819,1.0,0.38569460791993504,2,0.07328634239304437,0.04585635359116022,0.22099447513812154,0.9999999999999999,0.04450414364640884,0.9127079458263623,0.115,0.43422603607177734,7.95876407623291,117.25326108932495,3.7989120483398438
Mammalian Cell Cycle,False,20,3,1,0.05,5,2.55,3,1.0,1.0,0.0,1,0.23385273805742182,0.4957208689927584,0.5016458196181699,1.0,0.33001974983541804,-0.0,0.0,0.026612043380737305,1.0793230533599854,1.4255659580230713,1.2118589878082275
Mammalian Cell Cycle 2006,False,10,3,0,0.0,6,3.5,2,4.0,4.0,3.0,7,0.004477611940298498,0.5,0.5044776119402985,1.0,0.28861194029850773,1.0000000000000009,0.305,0.03050518035888672,1.3745720386505127,1.2449138164520264,0.5104389190673828
Neurotransmitter Signaling Pathway,False,16,3,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.023668581798372095,0.24883177570093457,0.2761682242990654,0.9999999999999999,0.8139205607476638,1.0000000000000009,0.33,0.010113954544067383,1.0651569366455078,0.8929309844970703,0.9452688694000244
Oxidative Stress Pathway,False,19,3,1,0.05263157894736842,4,1.6842105263157894,2,5.0,5.0,4.0,9,0.025857902368293884,0.5,0.5258579023682939,1.0,0.7932310294828416,-0.0,0.0,0.01163482666015625,0.74794602394104,0.5941510200500488,1.1527559757232666
Predicting Variabilities in Cardiac Gene,False,15,3,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.1134354463146957,0.22757598220904374,0.268346923647146,1.0,0.15891771682727954,0.4707190511489996,0.225,0.04788994789123535,1.578122854232788,5.278383016586304,0.8258709907531738
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,False,26,3,0,0.0,9,3.1153846153846154,6,1.6666666666666667,2.0,0.4714045207910317,2,0.06706106304448534,0.184668284789644,0.2447411003236246,1.0000000000000002,0.06414037216828479,0.6306636143218629,0.335,0.16913986206054688,4.839759826660156,32.76112699508667,2.7109079360961914
Regulation of the L-arabinose operon of Escherichia coli,False,13,3,4,0.3076923076923077,3,1.3846153846153846,21,1.4761904761904763,1.0,1.051939144494025,4,0.024033778195095872,0.0576,0.076,1.0000000000000002,0.5303279999999999,0.0704000000000029,0.04,0.016778945922851562,3.7152161598205566,3.960239887237549,0.5273971557617188
T cell differentiation,False,23,3,4,0.17391304347826086,5,1.4782608695652173,33,1.0,1.0,0.0,1,0.00805456112463014,0.03224043715846994,0.04426229508196721,0.9999999999999999,0.4981967213114752,0.03142076502729907,0.09,0.029092073440551758,9.96694302558899,168.6252670288086,2.3393800258636475
SKBR3 Breast Cell Line Short-term ErbB Network,False,16,3,5,0.3125,5,2.5625,110,1.0,1.0,0.0,1,0.010677820670698423,0.0018796992481203009,0.03458646616541353,1.0,0.1542744360902255,0.6165413533813933,0.385,0.08481192588806152,29.80836796760559,238.9131360054016,0.8707559108734131
T-LGL Survival Network 2011 Reduced Network,False,18,3,0,0.0,4,2.388888888888889,3,3.0,4.0,1.4142135623730951,4,0.4444423051823,0.03423848878394333,0.961629279811098,1.0,0.42382231404958687,0.03837072018890275,0.075,0.013705015182495117,1.8056330680847168,1.2409119606018066,0.9412510395050049
Arabidopsis thaliana Cell Cycle,True,14,3,0,0.0,8,4.714285714285714,6,4.166666666666667,2.5,4.058598553961973,13,0.2240259153683978,0.01326846528084918,0.5329500221141088,1.0000000000000002,0.1932286598850065,1.0000000000000036,0.44,0.4519469738006592,21.099369049072266,149.3178939819336,5.411729097366333
B cell differentiation,True,22,3,5,0.22727272727272727,7,1.7727272727272727,47,1.7659574468085106,2.0,0.7498302207108976,3,0.01221972088481106,0.025900445163901255,0.03804127883447997,1.0,0.2427559692432213,0.41319303925514816,0.09,0.10421109199523926,26.16122007369995,130.44825100898743,1.8914239406585693
Body Segmentation in Drosophila 2013,True,17,3,3,0.17647058823529413,4,1.7058823529411764,16,1.5625,2.0,0.49607837082461076,2,0.044284039920419335,0.05578619615983394,0.14218993253762324,1.0,0.5943227815256875,0.7389725978750796,0.235,0.0185699462890625,5.980974197387695,5.4868199825286865,1.2140700817108154
Bordetella bronchiseptica,True,33,3,0,0.0,6,2.393939393939394,2,4.0,4.0,0.0,4,0.3947606142728094,0.5,0.8947606142728094,1.0,0.405,1.0,0.34,0.04738903045654297,4.024311065673828,2.025697946548462,5.920847177505493
Cardiac development,True,15,3,1,0.06666666666666667,7,2.533333333333333,4,1.25,1.0,0.4330127018922193,2,0.01153200277125613,0.2496318114874816,0.2658321060382916,1.0,0.19884020618556694,-4.440892098500626e-16,0.18,0.05153489112854004,1.5864269733428955,4.620345830917358,1.0069200992584229
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,3,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.42,0,0.0,0.008832931518554688,0.2178339958190918,2.86102294921875e-06,0.4281790256500244
Cholesterol Regulatory Pathway,True,34,3,0,0.0,3,1.2647058823529411,4,1.0,1.0,0.0,1,0.021591622924615535,0.24489795918367346,0.28308097432521395,1.0,0.7793153390388422,1.0,0.155,0.01456904411315918,2.023529052734375,0.8943040370941162,4.948998928070068
Cortical Area Development,True,5,3,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.37,0,0.0,0.007029056549072266,0.14527511596679688,3.600120544433594e-05,0.24748778343200684
Fanconi anemia and checkpoint recovery,True,15,3,0,0.0,8,4.4,2,2.0,2.0,1.0,3,0.473462783171521,0.5,0.973462783171521,1.0,0.1434077669902912,1.0,0.055,0.13317489624023438,1.6881401538848877,5.669699192047119,1.4477620124816895
Toll Pathway of Drosophila Signaling Pathway,True,11,3,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.020293042654440156,0.24081632653061225,0.28469387755102044,1.0,0.8196071428571432,-0.0,0.0,0.004842996597290039,0.5588560104370117,0.17136216163635254,0.4358539581298828
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,3,5,0.3125,6,2.875,59,1.5423728813559323,1.0,0.7880900296652658,5,0.011992771455647996,0.01985440105890139,0.04037061548643282,1.0,0.18108206485771025,0.7253474585818935,0.15,0.09458684921264648,29.295583963394165,113.93587708473206,1.191344976425171
Mammalian Cell Cycle,True,20,3,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.007333333333333331,0.5,0.5073333333333333,1.0,0.24043999999999996,-0.0,0.0,0.03073883056640625,0.8665149211883545,1.09114408493042,1.2876911163330078
Mammalian Cell Cycle 2006,True,10,3,0,0.0,6,3.5,3,3.6666666666666665,4.0,2.0548046676563256,6,0.18455242537047634,0.4074074074074074,0.5130315500685871,1.0,0.3537654320987653,1.0,0.41,0.037446022033691406,2.546532154083252,2.852045774459839,0.7464549541473389
Neurotransmitter Signaling Pathway,True,16,3,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.020521761469861437,0.25102692834322227,0.2779552715654952,1.0,0.8184732998630763,1.0,0.355,0.007921934127807617,1.3602278232574463,0.6830728054046631,1.232987880706787
Oxidative Stress Pathway,True,19,3,1,0.05263157894736842,4,1.6842105263157894,2,5.5,5.5,3.5,9,0.03875058713010804,0.5,0.538750587130108,1.0,0.7943377172381393,8.881784197001252e-16,0.0,0.01605391502380371,1.2745239734649658,0.8003489971160889,1.6891629695892334
Predicting Variabilities in Cardiac Gene,True,15,3,1,0.06666666666666667,7,2.533333333333333,2,3.0,3.0,1.0,4,0.00557880055788007,0.5,0.5055788005578801,1.0,0.2853347280334728,4.440892098500626e-16,0.0,0.04825997352600098,1.4845499992370605,1.7047059535980225,1.0000159740447998
Regulation of the L-arabinose operon of Escherichia coli,True,13,3,4,0.3076923076923077,3,1.3846153846153846,20,1.5,1.0,1.0723805294763609,4,0.023186469207662087,0.06226834692364715,0.08524833209785027,1.0,0.5535878428465532,0.06671609183543836,0.04,0.021759033203125,4.157785177230835,3.168213129043579,0.6340820789337158
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,3,5,0.3125,5,2.5625,86,1.372093023255814,1.0,0.5715444524392794,3,0.010283504753418209,0.007119741100323625,0.039482200647249194,1.0,0.24240129449838174,0.8776699029122312,0.315,0.09002089500427246,32.965009927749634,209.06702399253845,1.1311979293823242
T-Cell Signaling 2006,True,40,3,3,0.075,5,1.325,10,1.2,1.0,0.4,2,0.03795874941055579,0.11683373660559973,0.1287590736259938,1.0,0.6058365019011409,0.14016616329389642,0.03,0.02654886245727539,5.9203269481658936,289.6465790271759,5.523874044418335
T-LGL Survival Network 2011 Reduced Network,True,18,3,0,0.0,4,2.388888888888889,3,1.3333333333333333,1.0,0.4714045207910317,2,0.16269939421213797,0.2971497877501516,0.5482110369921165,1.0,0.4662825955124319,1.0,0.3,0.015610933303833008,1.3530430793762207,1.0962707996368408,1.2463788986206055
Trichostrongylus retortaeformis,True,26,3,1,0.038461538461538464,5,2.230769230769231,2,7.0,7.0,3.0,10,0.0019673974142776773,0.5,0.5019673974142776,1.0,0.5724114671163576,4.312988579613375e-07,0.0,0.031729936599731445,4.5238120555877686,2.257617950439453,3.928884983062744
Arabidopsis thaliana Cell Cycle,True,14,3,0,0.0,8,4.714285714285714,4,3.75,2.0,3.031088913245535,9,0.2569210827492813,0.15122791900043084,0.6781559672554933,1.0,0.10119560534252474,1.0,0.53,0.44010305404663086,12.090433120727539,60.04781198501587,5.2888360023498535
B cell differentiation,True,22,3,5,0.22727272727272727,7,1.7727272727272727,39,1.4102564102564104,1.0,0.49188015623720194,2,0.011979007447354887,0.027702089009990917,0.04268846503178928,1.0000000000000002,0.19293142597638513,0.2020892372377716,0.015,0.0807638168334961,18.52671980857849,76.72287607192993,1.612332820892334
Body Segmentation in Drosophila 2013,True,17,3,3,0.17647058823529413,4,1.7058823529411764,8,1.5,1.5,0.5,2,0.01681513259165598,0.128686327077748,0.14253798033958892,1.0,0.46039097408400365,-0.0,0.0,0.016703128814697266,2.9763810634613037,2.025071859359741,1.450251817703247
Bordetella bronchiseptica,True,33,3,0,0.0,6,2.393939393939394,1,2.0,2.0,0.0,2,0.0,1.0,1.0,1.0,0.335,0,0.0,0.045845985412597656,1.1912190914154053,5.0067901611328125e-06,3.985684871673584
BT474 Breast Cell Line Short-term ErbB Network,True,16,3,5,0.3125,6,2.875,70,1.7,2.0,0.458257569495584,2,0.010417918021915506,0.013553113553113554,0.0380952380952381,1.0,0.16021978021978003,0.7999999999996277,0.315,0.10021185874938965,36.91130495071411,178.88423609733582,1.1609561443328857
Budding Yeast Cell Cycle 2009,True,18,3,0,0.0,6,3.2777777777777777,6,4.0,3.5,2.3804761428476167,8,0.31124881898203993,0.016468590831918505,0.8580645161290322,1.0,0.4525008488964349,0.9976230899830192,0.075,0.05974888801574707,8.450567960739136,33.55087089538574,3.1434590816497803
Cardiac development,True,15,3,1,0.06666666666666667,7,2.533333333333333,5,1.0,1.0,0.0,1,0.08980957189546226,0.23847262247838616,0.2557636887608069,1.0,0.16011887608069172,0.49423631123919254,0.235,0.05123090744018555,1.5714421272277832,5.4312169551849365,0.9593758583068848
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,3,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.47,0,0.0,0.00939798355102539,0.21022701263427734,8.106231689453125e-06,0.40598011016845703
Cholesterol Regulatory Pathway,True,34,3,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.08672268907563027,0.5,0.5867226890756303,1.0,0.7791327731092437,-0.0,0.095,0.012283086776733398,1.2419929504394531,0.4487650394439697,5.226671934127808
Cortical Area Development,True,5,3,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.355,0,0.0,0.0076520442962646484,0.1471080780029297,1.0967254638671875e-05,0.26516294479370117
Death Receptor Signaling,True,28,3,3,0.10714285714285714,4,1.6071428571428572,9,1.1111111111111112,1.0,0.3142696805273545,2,0.04245619488877665,0.12184466019417475,0.14902912621359224,1.0,0.5965364077669909,2.6475816916615713e-07,0.005,0.023028135299682617,4.406437158584595,6.022463083267212,3.520735025405884
Fanconi anemia and checkpoint recovery,True,15,3,0,0.0,8,4.4,4,2.25,2.0,1.299038105676658,4,0.1234223988888935,0.24747793190416142,0.4262295081967213,1.0,0.10559268600252204,1.0,0.595,0.13018798828125,3.663961172103882,17.859227895736694,1.4869189262390137
Toll Pathway of Drosophila Signaling Pathway,True,11,3,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.023684622468799904,0.2525150905432596,0.2776659959758551,1.0,0.8361770623742454,-0.0,0.0,0.008928060531616211,0.5520401000976562,0.22796916961669922,0.4428548812866211
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,3,5,0.3125,6,2.875,61,1.2131147540983607,1.0,0.4095080654687474,2,0.011741002080935491,0.015456989247311828,0.041666666666666664,1.0,0.12215053763440864,0.718413978494695,0.185,0.10734105110168457,32.504546880722046,106.24824905395508,1.5776660442352295
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,3,2,0.09090909090909091,6,1.7272727272727273,7,3.2857142857142856,2.0,2.4327694808466287,7,0.070051932929112,0.1646367072658547,0.2246955060898782,1.0,0.5260352792944142,0.7753044939101237,0.18,0.03115701675415039,5.745333909988403,15.452846050262451,1.8171091079711914
Lac Operon,True,13,3,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.011887329502236381,0.11896974652493866,0.14799672935404742,1.0,0.4390515126737531,-0.0,0.0,0.013595104217529297,1.751734972000122,1.1668939590454102,0.6832201480865479
Mammalian Cell Cycle,True,20,3,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.009517766497461944,0.5,0.5095177664974619,1.0,0.32264276649746193,-0.0,0.0,0.03420591354370117,0.9926259517669678,1.124039888381958,1.5619819164276123
Mammalian Cell Cycle 2006,True,10,3,0,0.0,6,3.5,4,3.25,4.0,1.299038105676658,4,0.13764138103009088,0.24577464788732395,0.4070422535211268,1.0,0.22132394366197186,1.0000011277700214,0.545,0.035218000411987305,2.91860294342041,5.271494150161743,0.7007019519805908
Metabolic Interactions in the Gut Microbiome,True,12,3,1,0.08333333333333333,5,2.5,8,8.0,8.0,0.0,8,0.01132202898160523,0.12750217580504786,0.144473455178416,1.0000000000000002,0.7381940818102697,1.0,0.705,0.07011604309082031,9.163715839385986,55.71062898635864,0.8237800598144531
Oxidative Stress Pathway,True,19,3,1,0.05263157894736842,4,1.6842105263157894,2,3.5,3.5,0.5,4,0.05582175371346432,0.5,0.5558217537134643,1.0,0.663859607091519,-0.0,0.0,0.013494014739990234,1.2402069568634033,0.36818885803222656,1.3770959377288818
Predicting Variabilities in Cardiac Gene,True,15,3,1,0.06666666666666667,7,2.533333333333333,3,2.0,2.0,0.0,2,0.2210976174456199,0.4756717501815541,0.5032679738562091,1.0,0.2728649237472767,0.5243282498184456,0.045,0.04760408401489258,1.657217025756836,2.678041934967041,0.9347879886627197
Regulation of the L-arabinose operon of Escherichia coli,True,13,3,4,0.3076923076923077,3,1.3846153846153846,22,4.818181818181818,8.0,3.4855071841237844,8,0.012316161258994889,0.039447066756574514,0.06945380984490897,1.0,0.6581726230613627,0.420094403236817,0.215,0.02879786491394043,7.4952099323272705,6.192750930786133,0.7357680797576904
Senescence Associated Secretory Phenotype,True,51,3,2,0.0392156862745098,5,1.8823529411764706,4,1.0,1.0,0.0,1,0.01632305546481433,0.24931196373644163,0.26954832442933463,1.0,0.39330985915492966,-4.440892098500626e-16,0.0,0.0389862060546875,3.3961539268493652,4.918474912643433,8.589377164840698
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,3,5,0.3125,5,2.5625,67,2.0,2.0,0.0,2,0.009403556811261447,0.013633265167007498,0.03749147920927062,1.0,0.24210633946830268,0.8214042898573837,0.33,0.10574197769165039,72.64885997772217,147.99513912200928,2.0255000591278076
T-Cell Signaling 2006,True,40,3,3,0.075,5,1.325,8,1.0,1.0,0.0,1,0.010717990993700665,0.12332214765100671,0.1418717375093214,1.0,0.6564550708426546,9.61635444163278e-07,0.0,0.025454998016357422,4.189086198806763,13.865404844284058,4.979573965072632
T-LGL Survival Network 2011 Reduced Network,True,18,3,0,0.0,4,2.388888888888889,3,1.3333333333333333,1.0,0.4714045207910317,2,0.1144643863962509,0.35173299101412064,0.4634146341463415,1.0,0.43711810012836966,0.8151476251604621,0.38,0.015031814575195312,1.4006679058074951,1.0704078674316406,1.2584178447723389
Arabidopsis thaliana Cell Cycle,True,14,3,0,0.0,8,4.714285714285714,4,8.5,8.5,6.576473218982953,16,0.25673118259009975,0.18486140724946695,0.6289978678038379,1.0,0.47249680170575686,1.0,0.38,0.44930195808410645,23.08833599090576,106.62639999389648,5.7000250816345215
B cell differentiation,True,22,3,5,0.22727272727272727,7,1.7727272727272727,40,2.0,2.0,0.6324555320336759,3,0.010172572996280285,0.027628865979381443,0.04329896907216495,1.0,0.22069484536082473,0.22515463995705431,0.09,0.08948588371276855,26.159759044647217,109.70609784126282,1.950042963027954
Body Segmentation in Drosophila 2013,True,17,3,3,0.17647058823529413,4,1.7058823529411764,8,1.625,2.0,0.4841229182759271,2,0.010644512649790456,0.12764456981664316,0.14057357780912083,1.0,0.5770075223319231,-3.552713678800501e-15,0.0,0.020013809204101562,3.0524990558624268,2.11924409866333,1.3110229969024658
BT474 Breast Cell Line Short-term ErbB Network,True,16,3,5,0.3125,6,2.875,73,1.6027397260273972,2.0,0.4893307150545685,2,0.008338294656085743,0.011111111111111112,0.034722222222222224,1.0,0.1551562499999999,0.7104166884938508,0.29,0.10998106002807617,37.979248046875,182.75134420394897,1.1309258937835693
Cardiac development,True,15,3,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.01212553495007132,0.5,0.5121255349500713,1.0,0.3009700427960058,-0.0,0.0,0.04912400245666504,1.0821411609649658,1.784226894378662,0.9622378349304199
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,3,0,0.0,4,2.111111111111111,3,1.3333333333333333,1.0,0.4714045207910317,2,0.3375531223273478,0.16228070175438597,0.8048245614035088,1.0,0.46290570175438606,0.9999999999999996,0.47,0.009627103805541992,0.6850850582122803,0.4204399585723877,0.42011404037475586
Cholesterol Regulatory Pathway,True,34,3,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.02002390914524807,0.5,0.5200239091452481,1.0,0.8030005977286312,-0.0,0.08,0.011197090148925781,1.154952049255371,0.4451467990875244,4.242975950241089
Cortical Area Development,True,5,3,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.305,0,0.0,0.00652003288269043,0.14238405227661133,1.9073486328125e-06,0.2617158889770508
Death Receptor Signaling,True,28,3,3,0.10714285714285714,4,1.6071428571428572,8,1.0,1.0,0.0,1,0.01521481209005183,0.12724935732647813,0.15295629820051415,1.0000000000000002,0.556505141388175,3.27107225750467e-07,0.0,0.017364025115966797,3.5101311206817627,4.270636081695557,3.2692830562591553
Fanconi anemia and checkpoint recovery,True,15,3,0,0.0,8,4.4,3,3.0,1.0,2.8284271247461903,7,0.3084314187744073,0.2544780728844966,0.7442865966646078,1.0,0.11466646077825816,0.9987646695491046,0.27,0.12831997871398926,3.3120009899139404,10.89297103881836,1.4111881256103516
Toll Pathway of Drosophila Signaling Pathway,True,11,3,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.015990579776372315,0.25125125125125125,0.27127127127127126,1.0,0.8084334334334338,-0.0,0.0,0.006706953048706055,0.6054689884185791,0.1755361557006836,0.46894311904907227
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,3,2,0.09090909090909091,6,1.7272727272727273,8,2.0,2.0,1.0,3,0.08597223003423966,0.12364696086594504,0.24188176519567028,1.0,0.36141756869275576,1.0000000000000018,0.235,0.032254934310913086,4.9763360023498535,9.056792974472046,1.8874142169952393
Lac Operon,True,13,3,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.013432795916418269,0.12931760741364784,0.14237573715248525,1.0,0.4542881213142377,-0.0,0.0,0.01314687728881836,1.7887558937072754,1.1332910060882568,0.6740779876708984
Mammalian Cell Cycle,True,20,3,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.008582326764144943,0.5,0.5085823267641449,1.0,0.29219961856325494,-0.0,0.0,0.07513213157653809,1.406195878982544,1.940721035003662,2.413209915161133
Mammalian Cell Cycle 2006,True,10,3,0,0.0,6,3.5,10,1.8,1.5,0.9797958971132712,4,0.12043525458482138,0.06657223796033995,0.3810198300283286,0.9999999999999999,0.12943342776203964,1.0000000000000036,0.685,0.039534807205200195,4.19566798210144,30.07987403869629,0.6627941131591797
Neurotransmitter Signaling Pathway,True,16,3,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.03702968131541662,0.2423230974632844,0.30707610146862485,1.0,0.870803293279929,0.9999999999999991,0.39,0.011391878128051758,1.1586511135101318,0.6564180850982666,1.2325420379638672
Oxidative Stress Pathway,True,19,3,1,0.05263157894736842,4,1.6842105263157894,2,3.0,3.0,0.0,3,0.027817403708987137,0.5,0.5278174037089871,1.0,0.6423609129814549,-0.0,0.0,0.011764049530029297,1.1828269958496094,0.4493398666381836,1.385354995727539
Predicting Variabilities in Cardiac Gene,True,15,3,1,0.06666666666666667,7,2.533333333333333,6,1.3333333333333333,1.0,0.4714045207910317,2,0.08609639345694445,0.19607167470709855,0.24879393521709167,1.0,0.17410062026188824,0.5120606478290828,0.365,0.0509028434753418,2.3232479095458984,6.707207202911377,1.026534080505371
Regulation of the L-arabinose operon of Escherichia coli,True,13,3,4,0.3076923076923077,3,1.3846153846153846,28,2.7142857142857144,1.0,2.4619554199448697,8,0.024077271085796104,0.028696826468602298,0.07562457798784605,1.0,0.5910432140445646,0.25928430411541115,0.12,0.026674985885620117,7.814625978469849,10.512045860290527,0.7219908237457275
T-LGL Survival Network 2011 Reduced Network,True,18,3,0,0.0,4,2.388888888888889,4,4.0,4.0,0.0,4,0.22632707118940962,0.2530085959885387,0.4859598853868195,1.0,0.49008022922636113,0.9999999999999982,0.525,0.01675891876220703,4.072311878204346,2.3179380893707275,1.395582914352417
Arabidopsis thaliana Cell Cycle,True,14,3,0,0.0,8,4.714285714285714,1,22.0,22.0,0.0,22,0.0,1.0,1.0,1.0,0.555,0,0.0,0.44597887992858887,13.915568113327026,7.152557373046875e-06,6.099915027618408
