graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,15,1.1333333333333333,1.0,0.33993463423951903,2,0.04851680144264517,0.10503751339764202,0.12165058949624866,1.0,0.17261254019292616,0.16237942122186588,0.07,0.018282175064086914,5.195873022079468,3.917994976043701,1.271130084991455
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,6,4.666666666666667,6.0,1.8856180831641267,6,0.08965007423780699,0.1953103822174031,0.2794795337489835,1.0,0.16068853347790732,1.0000000000000036,0.25,0.059842824935913086,18.93433904647827,68.65202498435974,4.790992021560669
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,79,1.8354430379746836,2.0,0.3707802155918179,2,0.007643868634231497,0.011235955056179775,0.038623595505617975,1.0,0.052998595505617994,0.4466292134817138,0.18,0.11224508285522461,52.83895993232727,229.6993432044983,1.1606159210205078
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,9,3.2222222222222223,2.0,4.262961354055751,15,0.21905998537680296,0.017122040072859744,0.7176684881602914,1.0,0.11946448087431698,0.9089253187613764,0.195,0.06809592247009277,12.19362497329712,20.860859155654907,2.4207890033721924
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.0056818181818182045,0.5,0.5056818181818182,1.0,0.08735795454545454,-0.0,0.0,0.05706596374511719,1.2822279930114746,1.884145975112915,0.999884843826294
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,3,1.3333333333333333,1.0,0.4714045207910317,2,0.22087562824164,0.2052401746724891,0.6441048034934498,1.0,0.2462008733624453,0.7947598253275112,0.375,0.010022878646850586,0.7665259838104248,0.4279930591583252,0.44208502769470215
Cortical Area Development,True,5,1,0,0.0,4,2.8,2,1.0,1.0,0.0,1,0.375,0.5,0.875,1.0,0.12125,1.0,0.23,0.049082040786743164,0.2883751392364502,0.3678431510925293,0.6597111225128174
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,8,1.625,2.0,0.4841229182759271,2,0.02031382306918334,0.13108700669282253,0.14770366951303945,1.0,0.26068543734133387,9.201305672945637e-08,0.0,0.02164912223815918,5.763540029525757,3.3047029972076416,3.458220958709717
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,2,2.5,2.5,0.5,3,0.4690522243713733,0.5,0.9690522243713733,1.0,0.02969052224371373,8.513273237475971e-07,0.015,0.15257501602172852,2.250898838043213,6.413252830505371,1.4441659450531006
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.01376766149515601,0.25124626121635096,0.26719840478564305,0.732801595214357,0.413913260219342,-0.0,0.0,0.007398843765258789,0.5909121036529541,0.16971302032470703,0.4403879642486572
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,10,5.2,2.0,6.161168720299744,17,0.11067170387583794,0.04421052631578947,0.28210526315789475,1.0,0.23778526315789478,0.23873684210521873,0.045,0.04400897026062012,17.233882904052734,177.70307898521423,2.0514628887176514
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.010130164114669219,0.12665562913907286,0.13658940397350994,0.9999999999999999,0.15390314569536423,-0.0,0.0,0.012516021728515625,1.7626709938049316,1.2313158512115479,0.6386139392852783
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.012903225806451618,0.5,0.5129032258064516,1.0,0.10012903225806452,-0.0,0.0,0.09264183044433594,1.6431469917297363,2.2823588848114014,2.4116740226745605
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,2,5.0,5.0,0.0,5,0.009803921568627444,0.5,0.5098039215686274,1.0,0.15235294117647052,1.0,0.1,0.041422128677368164,2.5983500480651855,1.6989960670471191,0.7189440727233887
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,43,1.2093023255813953,1.0,0.4068105973147884,2,0.01917898813663552,0.015977443609022556,0.06484962406015038,1.0,0.10421052631578948,0.9868421052631291,0.425,0.03734111785888672,17.043416023254395,37.74101400375366,0.8937289714813232
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,2,4.0,4.0,0.0,4,0.04297407912687587,0.5,0.5429740791268759,1.0,0.6264256480218281,1.0,0.065,0.008777856826782227,1.5193629264831543,0.22705602645874023,1.230107069015503
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,2,2.0,2.0,0.0,2,0.030554239696826135,0.5,0.5305542396968261,1.0,0.23265277119848413,-0.0,0.0,0.012653112411499023,1.2971248626708984,0.4580039978027344,1.4801437854766846
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,5,1.4,1.0,0.4898979485566356,2,0.06046969727437962,0.24045261669024046,0.2545968882602546,1.0,0.0662093352192362,0.25247524752475226,0.145,0.05940079689025879,2.3337149620056152,4.99019718170166,1.0551588535308838
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,True,26,1,0,0.0,9,3.1153846153846154,4,6.0,6.0,0.0,6,0.031529865234157524,0.24562841530054647,0.292896174863388,1.0,0.085,1.0,0.305,0.8395218849182129,25.250205993652344,276.60300302505493,7.464925050735474
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,16,1.0,1.0,0.0,1,0.0058672291734664875,0.06405563689604685,0.07320644216691069,0.8667642752562226,0.2177306002928258,-7.105427357601002e-15,0.0,0.012653827667236328,3.2556040287017822,1.7639780044555664,0.6759858131408691
T cell differentiation,True,23,1,4,0.17391304347826086,5,1.4782608695652173,32,1.5,1.5,0.5,2,0.009532388443537319,0.030678466076696165,0.05103244837758112,0.9999999999999999,0.24427728613569338,1.019714090944035e-07,0.11,0.035676002502441406,16.58769202232361,53.10344386100769,2.308385133743286
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,93,1.6236559139784945,2.0,0.48446797101371214,2,0.006941664878739609,0.008916323731138546,0.03017832647462277,1.0,0.06932784636488341,0.9046639231789868,0.17,0.09177899360656738,49.60368990898132,214.07859086990356,1.0870449542999268
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,6,1.3333333333333333,1.0,0.47140452079103173,2,0.13112047718321937,0.1291139240506329,0.37721518987341773,1.0,0.18159493670886076,1.0000000000000009,0.255,0.01906418800354004,3.1829240322113037,2.3927881717681885,1.3041229248046875
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.0034854821784569344,0.014855687606112054,0.0233446519524618,1.0,0.2363073005093378,5.374549445491539e-07,0.0,0.09119606018066406,18.15992498397827,60.89286184310913,1.2605161666870117
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,2,4.5,4.5,2.5,7,0.02745151597924067,0.5,0.5274515159792407,1.0,0.3338432122370934,-0.0,0.0,0.03513979911804199,4.157097101211548,1.4126830101013184,3.6633141040802
Apoptosis Network,True,41,1,2,0.04878048780487805,4,1.7804878048780488,11,1.2727272727272727,1.0,0.4453617714151233,2,0.09495476003493604,0.07089312486613836,0.2600128507174984,1.0,0.17456200471192976,0.4759049046905144,0.04,0.03828716278076172,10.098221063613892,9.424400091171265,5.1460349559783936
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,4,7.0,6.5,4.743416490252569,14,0.23901964434496778,0.17654085045389395,0.641662685140946,1.0,0.1437147634973722,0.7711419015766943,0.45,0.5594820976257324,26.389509916305542,45.22960090637207,5.0793540477752686
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,74,1.162162162162162,1.0,0.5459191858574095,4,0.011336406258735748,0.007183908045977011,0.03694581280788178,1.0,0.06414408866995078,0.47044334975343816,0.11,0.09777498245239258,31.54354691505432,185.440101146698,1.6818568706512451
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,16,1.125,1.0,0.33071891388307384,2,0.025977858408617674,0.0587958607714017,0.12229539040451552,1.0,0.19014346190028214,0.39134524929444936,0.165,0.01918196678161621,5.472195148468018,4.005874872207642,1.3816139698028564
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,1,12.0,12.0,0.0,12,0.0,1.0,1.0,1.0,0.14,0,0.0,0.06427597999572754,5.009942054748535,2.86102294921875e-06,2.6482419967651367
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.3333333333333333,1.0,0.4714045207910317,2,0.10467407017218804,0.22467709041468387,0.26580557443915703,0.9999999999999999,0.04053025152957173,0.2678450033990485,0.15,0.05771803855895996,2.522697925567627,6.196277141571045,0.982151985168457
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.16,0,0.0,0.009562015533447266,0.2136681079864502,2.1457672119140625e-06,0.4438819885253906
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,3,2.6666666666666665,2.0,0.9428090415820634,4,0.23905912741865745,0.4247558874210224,0.5695002871912694,1.0,0.6551378518093054,0.9942561746122918,0.03,0.014678955078125,3.255934953689575,0.7811319828033447,6.121944189071655
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.105,0,0.0,0.00766301155090332,0.1541600227355957,1.9073486328125e-06,0.29778218269348145
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,8,3.0,3.0,1.0,4,0.0076415328532389165,0.12565229332600936,0.13622631145289757,1.0,0.33137050260917333,2.307344288965396e-07,0.0,0.02532196044921875,9.40845513343811,15.531375169754028,3.1535918712615967
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,3,1.3333333333333333,1.0,0.4714045207910317,2,0.23511399472932779,0.35318396226415094,0.6108490566037735,0.9999999999999999,0.012874410377358491,1.0000000000000004,0.495,0.15012598037719727,1.829827070236206,8.520853042602539,1.6316959857940674
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.02147896423706624,0.2561942517343905,0.2705649157581764,1.0,0.42113478691774053,-0.0,0.0,0.004914045333862305,0.5791261196136475,0.16911697387695312,0.443479061126709
