graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,9,1.0,1.0,0.0,1,0.041236863535001826,0.11566897209635106,0.15812067731934176,1.0,0.22040901502504162,-1.7763568394002505e-15,0.0,0.0183260440826416,3.907918930053711,3.2911911010742188,2.944715976715088
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,3,4.0,4.0,0.0,4,0.2731045120882319,0.24157303370786518,0.704119850187266,1.0,0.055252808988764036,0.9456928838951324,0.33,0.13062405586242676,4.756155967712402,10.925017833709717,1.3612639904022217
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.011327666674795442,0.25049019607843137,0.26176470588235295,1.0,0.3991127450980394,-0.0,0.0,0.0047779083251953125,0.5801410675048828,0.17058086395263672,0.46613597869873047
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,10,4.8,3.0,3.9191835884530852,10,0.03848224958733352,0.10906958561376076,0.14386239249413604,1.0,0.30850664581704446,0.25175918686475285,0.065,0.018110036849975586,7.5721189975738525,2.2364988327026367,0.7046349048614502
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,7,2.142857142857143,1.0,2.0303814862216996,7,0.08138883919691825,0.11071214841412327,0.2788749251944943,0.9999999999999999,0.15127767803710346,0.7636146020347105,0.33,0.09390401840209961,5.6131978034973145,5.494286060333252,1.3911700248718262
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,3,7.666666666666667,5.0,4.496912521077347,14,0.15413570959625053,0.3649425287356322,0.5043103448275862,1.0,0.1573850574712644,0.9999999999999964,0.25,0.036988019943237305,5.275614023208618,3.392611026763916,0.7039890289306641
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,2,4.0,4.0,0.0,4,0.01998162609095086,0.5,0.5199816260909509,1.0,0.6871979788700048,-0.0,0.05,0.007289886474609375,1.2203030586242676,0.3258979320526123,1.0406742095947266
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,3,1.0,1.0,0.0,1,0.16701689195810676,0.3759360958562157,0.5132301547678483,1.0,0.24288067898152768,0.4867698452321516,0.115,0.01199197769165039,0.972926139831543,0.5698869228363037,1.2218661308288574
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.6666666666666667,2.0,0.4714045207910317,2,0.09279177766354246,0.1865979381443299,0.2646048109965636,1.0,0.054567010309278345,0.24879725085910565,0.13,0.05368399620056152,3.196539878845215,6.471258878707886,1.0320980548858643
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,True,26,1,0,0.0,9,3.1153846153846154,3,6.0,6.0,1.632993161855452,8,0.2142784114716807,0.46041666666666664,0.5080357142857143,1.0,0.0779360119047619,0.9999999999999982,0.09,0.6947259902954102,16.43450689315796,57.53962206840515,5.86112904548645
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,36,2.888888888888889,2.0,2.23330569358242,8,0.022673757995257088,0.015723270440251572,0.06855345911949685,1.0,0.2965503144654088,0.38930831344165995,0.165,0.0269620418548584,13.848964929580688,17.08019995689392,0.6844911575317383
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,12,2.25,1.0,2.0052015692526606,8,0.041824530200869216,0.09411367852926295,0.1430258053634677,0.9999999999999999,0.27185697419463684,0.06611570247932264,0.055,0.035704851150512695,12.346829175949097,219.38264513015747,5.188131093978882
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,4,2.0,2.0,0.0,2,0.2103099639991793,0.13064516129032258,0.6141935483870967,1.0,0.1869709677419355,0.9999999999999991,0.12,0.016030073165893555,2.5572688579559326,1.3998761177062988,1.0911729335784912
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.00295205432451708,0.015684612123781264,0.022891055532005086,1.0,0.1768800339126749,5.967779515003713e-07,0.0,0.04636812210083008,16.323997974395752,65.36353898048401,1.159538984298706
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,4,4.25,4.5,2.7726341266023544,7,0.18416294114477275,0.2380281690140845,0.5216901408450704,0.9999999999999999,0.17481267605633805,0.47605633802816705,0.15,0.03341794013977051,8.00435495376587,4.692937135696411,3.3973729610443115
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,4,9.5,6.5,7.566372975210778,22,0.3481940490618363,0.07345469940728197,0.8509737510584251,1.0,0.1500994919559695,0.9259102455546007,0.245,0.49195003509521484,30.459140062332153,144.22742104530334,5.340687036514282
Aurora Kinase A in Neuroblastoma,True,23,1,4,0.17391304347826086,7,1.8695652173913044,20,2.2,1.0,2.5612496949731396,9,0.019773057122715747,0.06031889290012034,0.08333333333333333,1.0,0.11708333333333339,0.0875451263537812,0.04,0.05994892120361328,15.50770115852356,120.48787999153137,2.3593008518218994
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,35,1.6571428571428573,1.0,0.7907630001770313,4,0.008999781581554178,0.03025064822817632,0.04019014693171997,0.9999999999999998,0.05789541918755401,0.05185825410530498,0.015,0.07338500022888184,19.49497890472412,59.74920988082886,1.4920949935913086
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,13,2.0,1.0,1.7974340685458343,6,0.04682588183071886,0.07958852192744992,0.13481321061180293,1.0,0.27237953438007556,0.3789929615592911,0.065,0.018963098526000977,6.318827152252197,4.359634876251221,1.1230900287628174
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,5,4.8,6.0,1.469693845669907,6,0.13273156310297607,0.14397089397089397,0.4230769230769231,0.9999999999999999,0.20087967775467777,1.0000040790478764,0.42,0.05380702018737793,15.067997932434082,44.26695013046265,4.926129102706909
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,3,2.0,1.0,1.4142135623730951,4,0.4653342302366664,0.005724508050089445,0.9914132379248658,0.9999999999999999,0.08477101967799643,0.008586762075134313,0.015,0.05467987060546875,2.446960926055908,4.528578996658325,2.212311029434204
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.0,1.0,0.0,1,0.012867097770983608,0.24378992193044713,0.2718239886444287,1.0,0.046050390347764376,4.440892098500626e-16,0.07,0.04976391792297363,1.2435779571533203,3.820645809173584,0.9332399368286133
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.165,0,0.0,0.008883953094482422,0.216400146484375,2.86102294921875e-06,0.4484670162200928
Cortical Area Development,True,5,1,0,0.0,4,2.8,2,1.0,1.0,0.0,1,0.375,0.5,0.875,0.875,0.10625,-0.0,0.08,0.008053064346313477,0.2706279754638672,0.21741008758544922,0.2716481685638428
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,16,4.0,4.0,0.0,4,0.058174569126475124,0.05808433398492042,0.1424183189053337,1.0,0.2979251605696733,0.8779670483105164,0.035,0.04039597511291504,23.168013095855713,90.15120100975037,2.623020887374878
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,3,4.0,4.0,0.0,4,0.3058813891365888,0.2065698041692988,0.7548957675300063,1.0,0.049352495262160456,0.24510423246999302,0.12,0.13779306411743164,5.093477010726929,11.48738694190979,1.3650310039520264
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.02205344764426544,0.24331275720164608,0.2839506172839506,0.7448559670781894,0.40325617283950604,-4.440892098500626e-16,0.0,0.007197141647338867,0.6007468700408936,0.1752009391784668,0.43438220024108887
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,7,3.142857142857143,3.0,1.9587584572574412,7,0.06870806998209279,0.1004566210045662,0.24408468244084683,1.0,0.18119551681195525,0.16894977168949055,0.125,0.07431292533874512,7.428035020828247,11.35310411453247,1.7229771614074707
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.010997977757756988,0.12348178137651822,0.14898785425101216,1.0,0.18526315789473685,-8.881784197001252e-16,0.0,0.01271200180053711,1.7234690189361572,1.227126121520996,0.6117630004882812
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,3,3.0,1.0,2.8284271247461903,7,0.1405005590954181,0.35179549604382226,0.49543517954960437,1.0,0.10432744978697507,0.5045648204503967,0.09,0.03429412841796875,3.3542652130126953,1.87919020652771,1.3007149696350098
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,5,2.8,2.0,1.8330302779823362,5,0.1804270359342717,0.06005586592178771,0.4399441340782123,1.0,0.08216480446927375,1.0000000000000018,0.345,0.036157846450805664,3.4638218879699707,4.668132781982422,0.6630418300628662
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.029918888034418903,0.24527387300048473,0.2956858943286476,1.0,0.4148376151236064,0.9999999999999991,0.15,0.009187936782836914,1.8514721393585205,0.6213369369506836,0.9246780872344971
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,4,2.25,2.0,1.299038105676658,4,0.13841217734288033,0.22737556561085973,0.46153846153846156,1.0,0.2861990950226247,0.4547511312217196,0.085,0.015543937683105469,2.41629695892334,0.9293620586395264,1.3866629600524902
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.0,1.0,0.0,1,0.008155535868652851,0.25215208034433284,0.25896700143472023,0.9999999999999999,0.04766140602582496,-0.0,0.08,0.05040597915649414,1.2342300415039062,3.8856399059295654,0.9121620655059814
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,28,2.7142857142857144,1.0,2.4619554199448697,8,0.02456638938935988,0.03362183754993342,0.08455392809587217,0.9999999999999999,0.252806258322237,0.26697736351511026,0.105,0.023762941360473633,10.938070058822632,9.957840919494629,0.7317349910736084
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,58,2.0689655172413794,2.0,0.36493121531925393,4,0.008149787035514205,0.01537433155080214,0.03676470588235294,1.0,0.09316844919786096,0.3542781780316062,0.11,0.11587405204772949,34.975029945373535,81.50726795196533,1.0516300201416016
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,9,1.0,1.0,0.0,1,0.038394406607970076,0.12426950842213819,0.1342385699553111,1.0,0.3035269852182882,3.036403963818657e-07,0.0,0.023046016693115234,4.838660955429077,4.896605014801025,4.612982988357544
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,3,2.6666666666666665,3.0,0.4714045207910317,3,0.021778616089412672,0.32668810289389066,0.36270096463022505,1.0,0.3636045016077167,1.0,0.325,0.015785932540893555,2.5570740699768066,1.154296875,1.1428008079528809
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.003051263367152551,0.015077271013946476,0.022615906520919715,1.0,0.1864153788164343,2.5977236361995892e-08,0.0,0.04856705665588379,16.60313606262207,56.64298892021179,1.3353588581085205
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,5,4.8,2.0,3.9191835884530852,12,0.15619921975890672,0.1326530612244898,0.39585834333733494,1.0000000000000002,0.15769807923169268,0.987094837935178,0.11,0.03595709800720215,12.296638011932373,8.883899211883545,3.2905399799346924
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,3,4.333333333333333,5.0,1.699673171197595,6,0.46491388584179366,0.006260434056761269,0.9908180300500835,1.0,0.09463689482470782,-0.0,0.0,0.43624091148376465,11.018497943878174,31.269668102264404,4.62675404548645
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,40,1.2,1.0,0.4,2,0.010785679407685602,0.028321532694710536,0.03998334027488547,1.0,0.09060183256976259,0.13952519783408945,0.035,0.07077598571777344,16.881609201431274,69.1941750049591,1.6135179996490479
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,8,1.75,2.0,0.4330127018922193,2,0.011295883129436971,0.1258974358974359,0.14,1.0,0.2678307692307691,8.641239546136603e-08,0.0,0.014889001846313477,3.522020101547241,2.046527147293091,1.0815410614013672
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,2,2.0,2.0,0.0,2,0.3896699266503667,0.5,0.8896699266503667,1.0,0.20562194376528126,-0.0,0.025,0.0464320182800293,2.584989070892334,2.004810094833374,3.3723580837249756
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,46,1.8043478260869565,2.0,0.5755740128205967,3,0.010424340047282623,0.022777369581190303,0.04922850844966936,1.0,0.07132990448199852,0.193240264511644,0.07,0.07976293563842773,31.54270911216736,63.60677409172058,1.1819450855255127
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,4,6.0,6.5,3.391164991562634,10,0.17614261651449206,0.2546278062229224,0.4887751083103584,1.0,0.1948168570303269,0.5092556124458447,0.27,0.05729317665100098,8.848753929138184,17.207364082336426,2.081305980682373
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,3.0,3.0,1.0,4,0.016042780748663082,0.5,0.516042780748663,1.0,0.08274064171122994,-0.0,0.0,0.04905080795288086,1.8256030082702637,1.7901501655578613,0.985450029373169
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.195,0,0.0,0.008281946182250977,0.20074915885925293,1.9073486328125e-06,0.41039299964904785
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.007263922518159799,0.5,0.5072639225181598,1.0,0.445,1.0,0.035,0.011461019515991211,1.575589895248413,0.4076120853424072,3.4859349727630615
Cortical Area Development,True,5,1,0,0.0,4,2.8,2,1.0,1.0,0.0,1,0.375,0.5,0.875,1.0,0.129375,1.0,0.28,0.006886959075927734,0.2574918270111084,0.1970808506011963,0.2451789379119873
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,6,2.6666666666666665,3.0,1.3743685418725535,4,0.09361822829286726,0.16109324758842444,0.3112540192926045,1.0,0.03072025723472669,1.0000006200020088,0.71,0.13684988021850586,6.7317259311676025,30.023847103118896,1.3096020221710205
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.012545074173896706,0.250501002004008,0.2625250501002004,0.7374749498997996,0.42608216432865725,-4.440892098500626e-16,0.0,0.011866092681884766,0.7158970832824707,0.21965384483337402,0.5663630962371826
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,8,2.5,2.5,1.5,4,0.09598042225197383,0.10345591493132476,0.27337173238812584,1.0,0.1441404519273371,0.4705362135337623,0.12,0.03232407569885254,7.470088005065918,9.50223994255066,1.7859208583831787
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.010749254706691622,0.1214574898785425,0.1408906882591093,1.0,0.16761943319838055,-0.0,0.0,0.014225959777832031,1.9141130447387695,1.2839720249176025,0.7007291316986084
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.013720485003190785,0.5,0.5137204850031908,1.0,0.09958838544990428,-0.0,0.0,0.032061100006103516,0.9101340770721436,1.128652811050415,1.3192009925842285
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,2,5.5,5.5,0.5,6,0.01374819102749636,0.5,0.5137481910274964,1.0,0.16568740955137481,1.0,0.08,0.03568291664123535,2.7031710147857666,1.5097739696502686,0.6921699047088623
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,11,2.0,2.0,0.0,2,0.04233765306237716,0.10530896431679722,0.144473455178416,0.9999999999999999,0.1606048738033072,0.9965190046353776,0.345,0.06762909889221191,11.177778005599976,12.979743003845215,1.6557731628417969
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,8,1.25,1.0,0.4330127018922193,2,0.06946371262105135,0.09223300970873786,0.25922330097087376,1.0,0.44074757281553384,1.0000000000000018,0.19,0.011299848556518555,2.217391014099121,1.1078040599822998,0.96352219581604
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,2,1.0,1.0,0.0,1,0.017874396135265674,0.5,0.5178743961352656,1.0,0.23241062801932372,-0.0,0.0,0.012634992599487305,0.6661980152130127,0.3807649612426758,1.1996419429779053
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.1666666666666667,1.0,0.3726779962499649,2,0.09843800002472244,0.22311046511627908,0.24854651162790697,1.0,0.04261991279069768,0.5123546511627906,0.155,0.05247688293457031,2.1533749103546143,6.310024976730347,0.9523410797119141
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,16,1.0,1.0,0.0,1,0.006478723070179933,0.06283118849356548,0.07494322482967448,1.0,0.2083989401968206,1.7763568394002505e-15,0.0,0.011525154113769531,2.823045015335083,1.77280592918396,0.5562751293182373
Senescence Associated Secretory Phenotype,True,51,1,2,0.0392156862745098,5,1.8823529411764706,12,2.0,2.0,0.0,2,0.08510155925321553,0.05954724409448819,0.23051181102362206,1.0,0.1826437007874016,0.5395671837429639,0.035,0.05999302864074707,18.763731002807617,27.492223024368286,6.141956806182861
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,12,1.3333333333333333,1.0,0.7453559924999298,3,0.04622090095047511,0.10718882147453576,0.12906784335355764,0.9999999999999999,0.2727845192130905,0.12539236408903243,0.005,0.029124021530151367,8.24179720878601,30.010900020599365,4.51806116104126
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,3,1.6666666666666667,1.0,0.9428090415820634,3,0.05132193528388588,0.3455790784557908,0.3891656288916563,1.0,0.2559993773349939,0.9999999999999996,0.26,0.016151905059814453,1.767838954925537,0.9355010986328125,1.2860169410705566
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.003860467222254258,0.015418502202643172,0.029635562675210253,0.9999999999999999,0.19815578694433314,1.2877962539903365e-05,0.0,0.048113107681274414,16.85110378265381,73.99883699417114,1.2406339645385742
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,4,12.25,13.0,1.299038105676658,13,0.1681487558237443,0.19367054368406816,0.5169055991344333,1.0,0.37158371652691385,0.48309440086557487,0.085,0.04286813735961914,18.303879022598267,48.04410099983215,3.761406898498535
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,4,3.75,3.5,2.384848003542364,7,0.2692040023766891,0.1745969327565867,0.6500196618167519,1.0,0.07604404246952418,3.276132272134191e-07,0.4,0.44982218742370605,13.509658098220825,48.305442094802856,5.733587026596069
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,22,1.1363636363636365,1.0,0.3431742925123068,2,0.023217579529665668,0.04166666666666667,0.09369114877589454,1.0,0.20103107344632765,0.5790960451977192,0.23,0.019337177276611328,6.788983106613159,6.350291013717651,1.1753458976745605
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,2,2.0,2.0,0.0,2,0.4952229299363057,0.5,0.9952229299363057,1.0,0.10504777070063696,-0.0,0.0,0.04541015625,2.5479400157928467,2.1135082244873047,4.0046069622039795
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,4,7.25,6.5,2.277608394786075,11,0.19201834118694458,0.2377700127064803,0.5060355781448539,1.0,0.16520330368487934,0.6254764930114263,0.405,0.058480024337768555,10.241945028305054,30.291970014572144,2.561307907104492
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.03615777940102263,0.5,0.5361577794010226,1.0,0.10231921110299488,-0.0,0.0,0.048635005950927734,1.166982889175415,1.825110912322998,0.8680341243743896
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,4,1.25,1.0,0.4330127018922193,2,0.26970106505305375,0.16035634743875277,0.6770601336302895,1.0,0.20157015590200436,0.3207126948775052,0.295,0.009589910507202148,0.9437870979309082,0.5941710472106934,0.45539188385009766
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.095,0,0.0,0.007339000701904297,0.14994502067565918,5.9604644775390625e-06,0.27554798126220703
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,17,1.3529411764705883,1.0,0.7624400821656306,3,0.057344524145881225,0.009471585244267198,0.13010967098703888,0.9999999999999999,0.21126370887337992,0.37861415752741934,0.055,0.024686098098754883,9.24399995803833,11.636060953140259,2.582534074783325
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,3,3.0,4.0,1.4142135623730951,4,0.4139454232626776,0.0825211176088369,0.916829109811566,1.0,0.013297595841455491,-0.0,0.13,0.13191509246826172,3.571805953979492,11.2224440574646,1.2839770317077637
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.002732875967065141,0.25076452599388377,0.2528032619775739,1.0,0.39498470948012243,-0.0,0.0,0.004869937896728516,0.6093859672546387,0.1813969612121582,0.44525694847106934
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,67,2.2238805970149254,2.0,0.8607684092714156,7,0.010106721806695172,0.015151515151515152,0.041035353535353536,1.0,0.05984848484848482,0.3838383838367463,0.125,0.10761690139770508,48.18113088607788,214.2249879837036,1.173285961151123
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,10,3.5,2.0,2.80178514522438,9,0.0884319843479367,0.07265469061876248,0.249500998003992,1.0,0.21336726546906187,0.24870297241293216,0.11,0.03373003005981445,10.84662389755249,60.21625804901123,1.8451869487762451
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,14,2.5,1.0,1.9910514092523364,6,0.04731630251025805,0.06893995552260934,0.1363973313565604,1.0,0.21598220904373608,0.2742772424017659,0.16,0.01639103889465332,6.308176040649414,4.1686060428619385,0.75030517578125
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.01013941698352347,0.5,0.5101394169835235,1.0,0.09255069708491762,-0.0,0.0,0.03227996826171875,0.8782961368560791,1.11716890335083,1.2635958194732666
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,4,3.0,2.0,1.7320508075688772,6,0.3721047460952879,0.05218617771509168,0.8928067700987306,0.9999999999999999,0.1097743300423131,0.9703808180535969,0.11,0.03584003448486328,2.8946731090545654,3.557607889175415,0.6638221740722656
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,24,2.0,2.0,0.0,2,0.026530793528546242,0.054189435336976316,0.07103825136612021,1.0,0.17086520947176692,0.9999999999999858,0.505,0.028543949127197266,11.252220869064331,143.83986401557922,0.7269539833068848
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,2,4.0,4.0,0.0,4,0.04339440694310512,0.5,0.5433944069431051,1.0,0.5318490838958534,1.0,0.075,0.007202863693237305,1.3470120429992676,0.22123384475708008,0.934323787689209
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,2,3.0,3.0,1.0,4,0.027363184079602004,0.5,0.527363184079602,1.0,0.2805472636815921,-0.0,0.0,0.011893033981323242,1.5501799583435059,0.3753659725189209,1.1876540184020996
