graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_time,stochastic_model_time
Human Gonadal Sex Determination,False,19,1,0,0.0,10,4.157894736842105,3,1.0,1.0,0.0,1,0.23472755350195537,0.48284625158831,0.5152477763659467,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5171537484116899, 0.9980940279542567, 1.0, 0.5152477763659467, 0.5171537484116899, 0.5152477763659467, 0.5152477763659467, 1.0, 0.5152477763659467, 0.9980940279542567, 1.0, 0.5152477763659467, 1.0, 0.5171537484116899]","[0.05454256670902161, 0.2356956797966963, 0.05453303684879288, 0.0177287166454892, 0.14009529860228714, 0.49794155019059744, 0.017566709021601016, 0.161489834815756, 0.04025730622617535, 0.5025730622617531, 0.12115311308767472, 0.01724269377382465, 0.0, 0.037052096569250306, 0.27997141041931384, 0.01241423125794155, 0.05170902160101651, 0.05436149936467597, 0.2475857687420584]",1.9080500602722168,30.461459159851074
Iron acquisition and oxidative stress response in aspergillus fumigatus,False,22,1,2,0.09090909090909091,6,1.7272727272727273,4,5.5,5.5,3.5,9,0.012001952729258195,0.24479407681628876,0.27024525682554373,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5122628412771865, nan, nan]","[0.058542341508560865, 0.6165664044423876, 1.0, 1.0, 0.7617977788061073, 0.6547408607126325, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7105714946783881, 0.6169342896807027, 0.6070569180934746, 0.3546182322998612, 1.0, 0.7566751503933351, 1.0, 1.0, 0.11145765849143913, nan, nan]",0.8251678943634033,75.87937688827515
Lac Operon,False,13,1,3,0.23076923076923078,4,1.6923076923076923,9,1.0,1.0,0.0,1,0.03973918859029906,0.12755102040816327,0.141156462585034,"[0.727891156462585, 0.7278911564625851, 1.0, 0.2695578231292517, 0.727891156462585, 0.7278911564625851, 0.3996598639455782, 0.5110544217687074, 0.7610544217687075, 0.727891156462585, nan, nan, nan]","[0.20923469387755092, 0.5250680272108844, 0.10071853741496589, 0.12073979591836714, 0.2637499999999998, 0.486326530612245, 0.05928146258503398, 0.5004421768707482, 0.1329421768707482, 0.26890306122448976, nan, nan, nan]",0.12317109107971191,17.66936683654785
Lymphoid and myeloid cell specification and transdifferentiation,False,33,1,2,0.06060606060606061,10,2.8484848484848486,11,1.1818181818181819,1.0,0.38569460791993504,2,0.06865381260256125,0.04921205418855405,0.21564832734310202,"[0.8946640862593308, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.808957699751175, 0.7036217860105058, 0.9999999999999999, 0.808957699751175, 1.0, 0.5128559579762234, 0.9999999999999999, 0.8075753386784628, 0.7036217860105058, 0.8946640862593308, 0.45009676527508985, 0.7036217860105058, 0.9999999999999999, 0.808957699751175, 0.8946640862593308, 0.8946640862593308, 0.8946640862593309, 0.9999999999999999, 0.808957699751175, 0.808957699751175, 0.9999999999999999, 0.8946640862593308, 0.9999999999999999, 0.9999999999999999, 0.7036217860105058, 0.808957699751175, 1.0, nan, nan]","[0.4842134365496268, 0.23522394249377934, 0.25999999999999995, 0.5349999999999999, 0.0010464473320431298, 0.2601686480508705, 0.25499999999999995, 0.11286563450373237, 0.06284628144871439, 0.2363920376002206, 0.4549999999999999, 0.08096350566768036, 0.016946364390378766, 0.4842134365496271, 0.2664017141277302, 0.00030550179706939455, 0.44499999999999995, 0.012008570638650816, 0.14078656345037327, 0.46053359137406685, 0.2781531656068566, 0.4599999999999999, 0.14508294166436253, 0.1211791539950235, 0.21579347525573675, 0.06710671827481338, 0.43999999999999995, 0.26022394249377934, 0.005526679568703345, 0.1109552115012441, 0.13236660215648327, nan, nan]",2.8532791137695312,281.94783997535706
Mammalian Cell Cycle,False,20,1,1,0.05,5,2.55,3,1.0,1.0,0.0,1,0.23385856315833592,0.49606815203145477,0.5013106159895151,"[0.9973787680209698, 0.9973787680209698, 0.5013106159895151, 0.9973787680209698, 0.5013106159895151, 0.9973787680209698, 0.5013106159895151, 0.9973787680209698, 1.0, 0.9973787680209698, 1.0, 0.5013106159895151, 0.5013106159895151, 0.9973787680209698, 0.5013106159895151, 0.5013106159895151, 0.9973787680209698, 0.5013106159895151, 0.5013106159895151, nan]","[0.010117955439056359, 0.15996068152031445, 0.5, 0.29501310615989523, 0.12757208387942331, 0.5248689384010483, 0.23997378768020958, 0.07998689384010481, 0.09513106159895149, 0.11996068152031451, 0.12006553079947571, 0.4998689384010483, 0.2575982961992136, 0.07489515072083876, 0.23244102228047187, 0.022637614678899087, 0.450262123197903, 0.5000131061598952, 0.039947575360419416, nan]",0.22333312034606934,23.09432315826416
Mammalian Cell Cycle 2006,False,10,1,0,0.0,6,3.5,2,4.0,4.0,3.0,7,0.004531722054380682,0.5,0.5045317220543807,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5045317220543807, 1.0, 1.0, 1.0, 0.5045317220543807]","[0.6468277945619336, 0.34666163141993955, 0.7729607250755296, 0.05702416918429001, 0.21629909365558908, 0.49963746223564953, 0.1612537764350453, 0.0794108761329305, 0.0844108761329305, 0.11954682779456192]",0.271381139755249,15.26119589805603
Metabolic Interactions in the Gut Microbiome,False,12,1,1,0.08333333333333333,5,2.5,39,1.0,1.0,0.0,1,0.02032686669449758,0.016198704103671708,0.06047516198704104,"[0.9999999999999999, 0.11879049676025918, 0.9999999999999999, 0.5205183585313174, 0.5021598272138229, 0.9999999999999999, 0.9999999999999999, 0.5043196544276458, 0.5205183585313174, 0.9999999999999999, 0.5151187904967603, nan]","[0.0708801295896328, 0.028822894168466534, 0.06492980561555077, 0.5008207343412527, 0.49993520518358553, 0.2607613390928725, 0.05663606911447085, 0.49978401727861765, 0.11719222462203029, 0.07110151187904966, 0.5010583153347732, nan]",0.5620808601379395,99.88014793395996
Neurotransmitter Signaling Pathway,False,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.01917283234163778,0.24753405354626584,0.2766557069046501,"[1.0, 1.0, 0.5124471582902771, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5359323626115547, 1.0, 1.0, 1.0, 1.0, 0.5124471582902771]","[0.7679661813057794, 0.48, 0.12975105683419447, 0.49, 0.80045091592297, 0.545, 0.3807797087834668, 0.39666275246594673, 0.7424424612494147, 0.49, 0.4992813527477689, 0.7563644903710681, 0.41166275246594675, 0.7865288868013165, 0.3179051197745419, 0.499626585251292]",0.1777801513671875,24.54298686981201
Oxidative Stress Pathway,False,19,1,1,0.05263157894736842,4,1.6842105263157894,2,5.0,5.0,4.0,9,0.02631578947368421,0.5,0.5263157894736842,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.7536842105263148, 0.7560526315789461, 0.7513157894736834, 0.6328947368421057, 0.5063157894736847, 0.6826315789473685, 0.49184210526315825, 0.7844736842105253, 0.7655263157894729, 0.39815789473684227, 0.7465789473684198, 0.27289473684210547, 0.45157894736842147, 0.7655263157894728, 0.5376315789473689, 0.7584210526315784, 0.5171052631578951, 0.7276315789473677, nan]",0.2784249782562256,22.75748896598816
Predicting Variabilities in Cardiac Gene,False,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.11448154881279439,0.2400147928994083,0.2640532544378698,"[0.514792899408284, 0.514792899408284, 1.0, 0.514792899408284, 0.7603550295857988, 0.514792899408284, 0.511094674556213, 0.514792899408284, 0.5044378698224852, 0.514792899408284, 0.514792899408284, 0.5044378698224852, 0.5044378698224852, 0.7603550295857988, nan]","[0.4992603550295861, 0.024763313609467454, 0.11077292899408275, 0.2315384615384615, 0.25012943786982317, 0.4992603550295862, 0.5005547337278107, 0.14119822485207098, 0.1201405325443787, 0.5002958579881654, 0.5005917159763313, 0.008735207100591717, 0.010310650887573965, 0.24975961538461594, nan]",0.7510759830474854,25.20403504371643
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,False,26,1,0,0.0,9,3.1153846153846154,6,1.6666666666666667,2.0,0.4714045207910317,2,0.06959043917976689,0.18633414436334145,0.2546634225466342,"[0.8025141930251418, 0.521492295214923, 0.8248175182481752, 0.8248175182481752, 0.6273317112733171, 0.521492295214923, 0.9257907542579076, 0.8248175182481752, 1.0, 0.6273317112733171, 0.5214922952149229, 0.8248175182481752, 0.521492295214923, 1.0, 1.0, 0.5263584752635848, 0.521492295214923, 0.6273317112733171, 0.521492295214923, 1.0, 0.5263584752635847, 0.6273317112733171, 0.8248175182481752, 0.5214922952149229, 0.5214922952149229, 0.5531224655312247]","[0.22197485806974865, 0.1436476074614761, 0.11476074614760746, 0.03191403081914031, 0.12482157339821576, 0.16874695863746964, 0.11795012165450125, 0.5944444444444449, 0.06530210867802111, 0.14562652068126525, 0.5000000000000009, 0.5844282238442825, 0.035423763179237636, 0.011173965936739659, 0.5744120032441202, 0.5002635847526361, 0.1572688564476886, 0.008266423357664233, 0.15010137875101384, 0.20331103000811063, 0.07631995133819953, 0.5781163828061641, 0.0027656123276561233, 0.49892538523925467, 0.5002149229521499, 0.2764294403892944]",2.469481945037842,139.31595993041992
Regulation of the L-arabinose operon of Escherichia coli,False,13,1,4,0.3076923076923077,3,1.3846153846153846,21,1.4761904761904763,1.0,1.051939144494025,4,0.02444690179344492,0.05506783719074222,0.0782122905027933,"[0.7166799680766162, 0.4772545889864326, 0.8611332801276936, 0.5227454110135674, 0.5067837190742219, 0.37829209896249005, 0.44692737430167595, 0.8611332801276936, 0.45411013567438147, nan, nan, nan, nan]","[0.27288906624102094, 0.1422825219473264, 0.5348204309656832, 0.500682362330407, 0.257342378292099, 0.25282521947326425, 0.1297326416600158, 0.5051556264964091, 0.1344972067039107, nan, nan, nan, nan]",0.25204896926879883,41.262897968292236
T cell differentiation,False,23,1,4,0.17391304347826086,5,1.4782608695652173,33,1.0,1.0,0.0,1,0.009378247929785498,0.030573593073593072,0.045454545454545456,"[0.5762987012987013, 0.5703463203463204, 0.8300865800865802, 0.6588203463203464, 0.5762987012987013, 0.7402597402597402, 0.5097402597402597, 0.5638528138528138, 0.5638528138528138, 0.6030844155844155, 0.501082251082251, 0.5762987012987013, 0.8438852813852813, 0.8008658008658007, 0.7343073593073592, 0.8360389610389609, 1.0, 0.2981601731601732, 0.5703463203463204, nan, nan, nan, nan]","[0.4977110389610395, 0.11940205627705616, 0.11794101731601722, 0.028733766233766223, 0.4900811688311689, 0.492792207792208, 0.500292207792208, 0.5012770562770564, 0.2429761904761905, 0.5061850649350648, 0.5000108225108224, 0.49389610389610367, 0.25347943722943744, 0.24824675324675272, 0.2555844155844155, 0.24548430735930776, 0.2604951298701297, 0.24727272727272723, 0.5007034632034632, nan, nan, nan, nan]",1.0920908451080322,209.8895571231842
T-LGL Survival Network 2011 Reduced Network,False,18,1,0,0.0,4,2.388888888888889,3,3.0,4.0,1.4142135623730951,4,0.4380846942147753,0.04403992953611274,0.9524368761009983,"[0.9524368761009983, 1.0, 0.9524368761009983, 1.0, 1.0, 1.0, 0.9524368761009983, 0.9524368761009983, 1.0, 0.9524368761009983, 0.9524368761009983, 0.9524368761009983, 1.0, 0.9524368761009983, 0.9524368761009983, 0.9524368761009983, 1.0, 0.9524368761009983]","[0.13287727539635927, 0.2692689371697008, 0.20095126247798006, 0.130237815619495, 0.26190839694656476, 0.265, 0.2369025249559601, 0.26238402818555484, 0.06071344685848502, 0.24047563123899005, 0.23545801526717597, 0.261189078097475, 0.24952436876101003, 0.05428655314151499, 0.299286553141515, 0.27238402818555485, 0.23404873752201993, 0.132190252495596]",0.30574679374694824,47.93664193153381
Apoptosis Network,True,41,1,2,0.04878048780487805,4,1.7804878048780488,4,1.0,1.0,0.0,1,0.023629817519721295,0.25165280443591387,0.27575175943698016,"[1.0, 1.0, 1.0, 1.0, 0.5033056088718277, 1.0, 1.0, 0.5033056088718277, 0.5033056088718277, 0.5033056088718277, 1.0, 0.5033056088718277, 1.0, 1.0, 1.0, 1.0, 0.5033056088718277, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5463851567498401, 0.5033056088718277, 0.5033056088718277, 0.5463851567498401, 0.5463851567498401, 0.5463851567498401, 1.0, 1.0, 0.5033056088718277, 1.0, 1.0, 0.5033056088718277, 1.0, 1.0, nan, nan]","[0.085, 0.555, 0.07, 0.485, 0.10745041586692258, 0.1, 0.545, 0.5000991682661549, 0.5000000000000001, 0.4997686073789721, 0.53, 0.500132224354873, 0.51, 0.5, 0.24, 0.065, 0.5000330560887183, 0.23, 0.065, 0.15, 0.525, 0.1, 0.505, 0.505, 0.27, 0.5009277031349972, 0.4997686073789721, 0.4997686073789721, 0.13314459373000645, 0.4967530390275112, 0.49721689059500973, 0.26764875239923225, 0.53, 0.4999008317338452, 0.15, 0.07, 0.22523139262102784, 0.225, 0.23, nan, nan]",0.664423942565918,124.58508610725403
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,12,1.4166666666666667,1.0,0.4930066485916347,2,0.02925114108852221,0.06580211335254563,0.13064361191162344,"[0.5470701248799231, 0.7521613832853025, 0.8741594620557156, 0.4942363112391931, 0.7521613832853025, 0.7521613832853025, 0.36359269932756966, 0.7521613832853027, 0.3885686839577329, 1.0, 0.7627281460134486, 1.0, 0.7521613832853025, 0.6114313160422671, nan, nan, nan]","[0.13737512007684893, 0.4697406340057638, 0.08129442843419789, 0.2641426512968298, 0.5050432276657062, 0.5151296829971184, 0.14651777137367888, 0.2664121037463974, 0.14206772334293938, 0.2811263208453408, 0.2504082612872232, 0.6544956772334306, 0.512608069164265, 0.14304514889529277, nan, nan, nan]",0.3889119625091553,70.70931601524353
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,2,6.0,6.0,4.0,10,0.21896086369770582,0.5,0.7189608636977058,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.09611167341430502, 0.41614541160593743, 0.8594804318488518, 0.19738697705802963, 0.49823886639676007, 0.2769298245614032, 0.36461032388663916, 0.310360998650472, 0.8510492577597829, 0.8819635627530354, 0.13487010796221327, 0.2461454116059377, 0.565, 0.37931680161943243, 0.09813765182186238, 0.27, 0.11065452091767886, 0.22333502024291485]",1.0165400505065918,77.96394205093384
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.0,1.0,0.0,1,0.007114582486036501,0.2514814814814815,0.2577777777777778,"[1.0, 0.502962962962963, 0.502962962962963, 0.2577777777777778, 0.7518518518518519, 0.502962962962963, 0.7607407407407407, 0.502962962962963, 0.7607407407407407, 0.7518518518518519, 0.5125925925925926, 0.7607407407407407, 0.502962962962963, 0.7518518518518519, nan]","[0.52, 0.49988148148148165, 0.4999111111111111, 0.016037037037037034, 0.12867037037037035, 0.23245555555555555, 0.14315925925925932, 0.03414444444444444, 0.004862962962962963, 0.2500185185185178, 0.5007555555555561, 0.15662592592592592, 0.4998518518518519, 0.2501296296296289, nan]",0.3457930088043213,19.846251010894775
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,2,2.0,2.0,1.0,3,0.03348214285714288,0.5,0.5334821428571429,"[1.0, 1.0, 1.0, 0.5334821428571429, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.341629464285714, 0.285, 0.475, 0.11564732142857145, 0.4202901785714285, 0.3652901785714283, 0.525, 0.09565848214285717, 0.730591517857144]",0.05271291732788086,6.939738988876343
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.225, 0.19, 0.135, 0.07, 0.16]",0.01758599281311035,0.6834847927093506
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.06, 0.235, 0.15, 0.015, 0.14, 0.515, 0.19, 0.075, 0.435, 0.125, 0.22, 0.025, 0.07, 0.025]",0.7099380493164062,14.011917114257812
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.0183791255849063,0.24800796812749004,0.2749003984063745,"[0.5109561752988048, 0.7400398406374502, 0.7709163346613546, 0.5109561752988048, 0.5109561752988048, 0.5109561752988048, 0.5109561752988048, 0.7400398406374502, 1.0, nan, nan]","[0.5002191235059761, 0.48559760956175296, 0.2492529880478081, 0.500328685258964, 0.5012051792828682, 0.4993426294820719, 0.5001095617529883, 0.5264043824701196, 0.2535009960159363, nan, nan]",0.039962053298950195,5.688812971115112
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,6,2.0,1.0,1.4142135623730951,4,0.06019033943878861,0.13061968408262453,0.2733900364520049,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7387606318347508, nan, nan]","[0.015840421223167273, 0.3759295261239379, 0.5, 0.47, 0.2765370595382749, 0.35852369380315996, 0.6278857837181056, 0.52, 0.5975091130012166, 0.593712029161605, 0.6051032806804385, 0.27116038882138555, 0.3675091130012159, 0.3259295261239377, 0.16856622114216283, 0.6164945321992723, 0.29033414337788616, 0.6126974483596611, 0.5975091130012165, 0.04558930741190764, nan, nan]",1.0943100452423096,81.18330693244934
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.007534779822213812,0.12311557788944724,0.1390284757118928,"[1.0, 1.0, 1.0, 0.5100502512562815, 1.0, 1.0, 0.7579564489112228, 0.5083752093802345, 0.5083752093802345, 1.0, nan, nan, nan]","[0.29, 0.55, 0.13, 0.11631490787269684, 0.29, 0.47, 0.06383165829145726, 0.5008375209380234, 0.1066206030150754, 0.2299329983249581, nan, nan, nan]",0.11172199249267578,18.346141815185547
