graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_addition_impact_scores,stochastic_model_addition_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_model_addition_time,stochastic_model_addition_time,optimization_state_time,stochastic_state_time
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11, 0.24, 0.24, 0.14, 0.25, 0.18, 0.23, 0.22, 0.05, 0.21, 0.34, 0.23, 0.18, 0.04, 0.26, 0.35, 0.26, 0.09]","[0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.25, 0.27, 0.5, 0.29, 0.3, 0.22, 0.3, 0.44, 0.2, 0.8, 0.72, 0.22, 0.27, 0.19, 0.25, 0.41, 0.21, 0.3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.13258790969848633,5982.698360204697,16.495058059692383,5834.669230937958,1.0013580322265625e-05,7.978862047195435
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.006363961030678933,0.2515,0.256,"[0.503, 0.744, 0.753, 0.503, 0.503, 0.503, 0.503, 0.744, 1.0, nan, nan]","[0.49964, 0.50488, 0.24924999999999997, 0.5003, 0.49964, 0.49939999999999996, 0.49994, 0.53904, 0.2028, nan, nan]","[0.06666666666666667, 0.1, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.1, 0.1, nan, nan]","[0.5, 0.475, 0.25, 0.5, 0.5, 0.5, 0.5, 0.495, 0.2675, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]",0.053108930587768555,819.5254628658295,6.089323997497559,833.0168058872223,2.336052894592285,1.5066771507263184
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,11,1.0,1.0,0.0,1,0.05595550210589628,0.1113778204512722,0.15794527124339894,"[0.5621699471915507, 1.0, 0.8449351896303408, 0.5621699471915507, 0.7349975996159386, 0.7349975996159386, 0.4042246759481517, 0.7349975996159386, 0.7349975996159386, 0.5621699471915507, 0.2683629380700912, 0.6087373979836773, 0.7349975996159386, 0.8410945751320212, nan, nan, nan]","[0.126932309169467, 0.5102880460873758, 0.08033605376860294, 0.2753720595295249, 0.5189822371579471, 0.5002016322611637, 0.12490638502160348, 0.23106096975516088, 0.12128180508881424, 0.26487758041286613, 0.24873739798367736, 0.5089774363898243, 0.5143783005280864, 0.10780604896783486, nan, nan, nan]","[0.23333333333333334, 0.43333333333333335, 0.2, 0.26666666666666666, 0.33333333333333337, 0.33333333333333337, 0.16666666666666669, 0.3666666666666667, 0.23333333333333334, 0.26666666666666666, 0.2, 0.26666666666666666, 0.33333333333333337, 0.16666666666666669, nan, nan, nan]","[0.17727272727272772, 0.5209090909090955, 0.1363636363636368, 0.28999999999999926, 0.6054545454545525, 0.5809090909090973, 0.16545454545454605, 0.24363636363636337, 0.25272727272727236, 0.2709090909090904, 0.3109090909090899, 0.5327272727272777, 0.5654545454545513, 0.23727272727272708, nan, nan, nan]","[0.0, 0.0, 0.21651464234277484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1214594335093615, nan, nan, nan]","[0.03, 0.0, 0.21, 0.0, 0.01, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34, nan, nan, nan]",0.27788400650024414,4223.875641107559,147.11030912399292,4154.636497974396,40.25390386581421,5.8102381229400635
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,59,1.8983050847457628,2.0,0.30224668644283065,2,0.008775470261322747,0.015107913669064749,0.04028776978417266,"[0.9366906474820144, 0.5007194244604316, 0.28992805755395684, 0.7697841726618705, 1.0, 0.7366906474820144, 0.5971223021582734, 0.2525179856115108, 0.5359712230215827, 0.38848920863309355, 1.0, nan, nan, nan, nan, nan]","[0.1103165467625902, 0.20992086330935336, 0.023352517985611512, 0.08251798561151079, 0.2506690647482028, 0.05489208633093525, 0.04975539568345321, 0.05953237410071944, 0.07957553956834534, 0.07133812949640286, 0.07004316546762589, nan, nan, nan, nan, nan]","[0.33333333333333337, 0.2, 0.06666666666666667, 0.26666666666666666, 0.2, -0.0, 0.06666666666666667, 0.13333333333333333, 0.23333333333333334, -0.0, 0.2, nan, nan, nan, nan, nan]","[0.11101694915254372, 0.22762711864407492, 0.04559322033898295, 0.14203389830508764, 0.7457627118643952, 0.043389830508474475, 0.0369491525423728, 0.15796610169491893, 0.11474576271186594, 0.04796610169491514, 0.12491525423729018, nan, nan, nan, nan, nan]","[0.38561151079136696, 0.38561151079136696, 0.022302158273381296, 0.0, 0.0, 0.0, 0.612230215827338, 0.0, 0.20215827338129497, 0.0, 0.0, nan, nan, nan, nan, nan]","[0.18, 0.36, 0.01, 0.0, 0.0, 0.0, 0.66, 0.0, 0.21, 0.21, 0.0, nan, nan, nan, nan, nan]",2.7727839946746826,3520.609655857086,44.56213307380676,3345.3374660015106,937.98659491539,6.022933006286621
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.5,1.5,0.5,2,0.009657756110356,0.2485652797704448,0.2647058823529412,"[0.5107604017216643, 0.5107604017216643, 0.5107604017216643, 0.5107604017216643, 0.7618364418938307, 0.5107604017216643, 0.7489239598278337, 1.0, 0.5107604017216643, 0.2647058823529412, 0.5157819225251077, 0.7618364418938307, 0.5107604017216643, 0.2647058823529412, nan]","[0.49935437589669895, 0.5002152080344321, 0.4997847919655656, 0.02553802008608321, 0.14517934002869454, 0.3146771879483502, 0.12549497847919663, 0.045408895265423244, 0.01764705882352941, 0.25105451936872325, 0.5009469153515055, 0.18890961262553815, 0.49892395982783233, 0.24889526542324258, nan]","[0.06666666666666667, 0.06666666666666667, -0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, nan]","[0.5, 0.5, 0.0, 0.035, 0.1575, 0.275, 0.1225, 0.0325, 0.03, 0.31, 0.5, 0.225, 0.5, 0.3025, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.9496910572052002,3464.009761095047,59.12158203125,3305.354822874069,87.60158705711365,5.484019041061401
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,9,3.6666666666666665,5.0,1.8856180831641267,5,0.09797924714309271,0.08295964125560538,0.2802690582959641,"[0.9686098654708519, 0.9999999999999999, 0.9820627802690584, 0.9977578475336323, 0.9977578475336322, 0.9977578475336322, 0.9820627802690584, 0.968609865470852, 0.9977578475336322]","[0.4791704035874434, 0.5147309417040349, 0.9765470852017879, 0.19795964125560542, 0.4677578475336317, 0.3919058295964124, 0.9759192825112051, 0.08905829596412554, 0.9762331838564965]","[-0.0, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, -0.0]","[0.022222222222222227, 0.06222222222222215, 0.43888888888889127, 0.03444444444444446, 0.12222222222222195, 0.032222222222222235, 0.4888888888888927, 0.00888888888888889, 0.05555555555555551]","[0.33856502242152464, 0.9708520179372196, 0.9529147982062781, 0.0, 0.9529147982062781, 0.9708520179372196, 0.9529147982062781, 0.9708520179372196, 0.9708520179372196]","[0.64, 1.0, 0.52, 0.71, 0.4, 0.96, 0.48, 1.0, 1.0]",0.26934194564819336,980.5691959857941,6.276097059249878,977.1160659790039,19.600913047790527,1.8938331604003906
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.24, 0.17, 0.05, 0.09, 0.08]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.27, 0.24, 0.29, 0.07, 0.1]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.04649496078491211,319.64594888687134,3.285400152206421,323.97436785697937,5.9604644775390625e-06,0.6393120288848877
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,2,1.0,1.0,0.0,1,0.49562773266708304,0.5,0.995627732667083,"[1.0, 1.0, 0.995627732667083, 1.0, 1.0, 1.0, 1.0, 0.995627732667083, 0.995627732667083, 1.0, 1.0, 1.0, 1.0, 1.0, 0.995627732667083]","[0.010174890693316679, 0.050087445346658335, 0.14017489069331665, 0.03030605871330418, 0.01004372267332917, 0.05995627732667083, 0.23008744534665837, 0.18947532792004995, 0.02026233603997501, 0.2200437226733292, 0.08008744534665833, 0.14056839475327917, 0.0001311680199875078, 0.020131168019987506, 8.744534665833854e-05]","[-0.0, -0.0, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333]","[0.01, 0.1, 0.1, 0.075, 0.0, 0.175, 0.33, 0.09, 0.05, 1.065, 0.08, 0.435, 0.135, 0.08, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0]",0.9724040031433105,6547.8431050777435,137.7900321483612,5897.973728895187,127.01229095458984,9.647800922393799
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,76,1.9473684210526316,2.0,0.22329687826943606,2,0.008813044710172777,0.0128783000643915,0.0334835801674179,"[0.5717965228589826, 0.9916291049581456, 0.7198969735994848, 0.524146812620734, 0.5041854475209273, 0.7070186735350934, 0.8963296844816485, 0.9755312298776562, 0.4198325820991629, 0.6986477784932389, 0.9381841596909208, nan, nan, nan, nan, nan]","[0.05534449452672199, 0.4614423696072113, 0.15705086928525255, 0.14137797810688812, 0.07141017385704988, 0.06869929169349621, 0.08538956857694649, 0.22985833869929104, 0.03953638119768218, 0.1122794591113955, 0.08135866065679227, nan, nan, nan, nan, nan]","[-0.0, 1.0, 0.2, 0.06666666666666667, 0.13333333333333333, 1.0, 0.13333333333333333, 0.13333333333333333, -0.0, -0.0, 0.13333333333333333, nan, nan, nan, nan, nan]","[0.16486842105263494, 0.652763157894747, 0.2643421052631641, 0.40486842105264176, 0.14776315789473973, 0.16578947368421393, 0.17763157894737217, 0.8001315789473032, 0.1406578947368448, 0.24223684210526872, 0.1789473684210564, nan, nan, nan, nan, nan]","[0.5080489375402445, 0.3309723116548616, 0.030264005151320023, 0.009658725048293624, 0.0, 0.14874436574372185, 0.12041210560206056, 0.024468770122343848, 0.32582099162910494, 0.21249195106245977, 0.024468770122343848, nan, nan, nan, nan, nan]","[0.41, 0.2, 0.12, 0.0, 0.0, 0.2, 0.15, 0.0, 0.28, 0.21, 0.01, nan, nan, nan, nan, nan]",3.657313108444214,4003.517861843109,38.03318190574646,3837.4568240642548,1219.9900319576263,5.231207847595215
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.010505871312262483,0.12749800159872104,0.13908872901678657,"[1.0, 1.0, 0.8697042366107115, 0.26938449240607515, 0.7306155075939249, 1.0, 0.3756994404476419, 0.5123900879296562, 0.7306155075939249, 0.3701039168665068, nan, nan, nan]","[0.24922462030375694, 0.51, 0.13330935251798556, 0.1028057553956835, 0.28808153477218207, 0.52, 0.06684252597921662, 0.5000000000000001, 0.10776179056754596, 0.2547162270183854, nan, nan, nan]","[0.2, 0.26666666666666666, 0.2, 0.06666666666666667, 0.13333333333333333, 0.26666666666666666, 0.03333333333333333, 0.13333333333333333, 0.13333333333333333, 0.16666666666666669, nan, nan, nan]","[0.24625, 0.47, 0.08875, 0.2925, 0.9325, 0.54, 0.06375, 0.6, 0.305, 0.365, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]",0.18316102027893066,1533.9196729660034,97.732008934021,1705.3488461971283,17.521410942077637,2.689903974533081
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.012134411947728685,0.5,0.5121344119477287,"[1.0, 1.0, 0.5121344119477287, 1.0, 0.5121344119477287, 1.0, 0.5121344119477287, 1.0, 1.0, 1.0, 1.0, 0.5121344119477287, 1.0, 1.0, 0.5121344119477287, 0.5121344119477287, 1.0, 0.5121344119477287, 0.5121344119477287, nan]","[0.03, 0.11, 0.4997573117610454, 0.29, 0.12024268823895458, 0.63, 0.3002426882389545, 0.05, 0.15, 0.12, 0.13, 0.49927193528313635, 0.25512134411947723, 0.08, 0.22512134411947732, 0.039757311761045425, 0.46, 0.4990292470441818, 0.02, nan]","[0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, nan]","[0.08, 0.12, 0.5, 0.26, 0.17, 0.52, 0.24, 0.15, 0.1, 0.13, 0.15, 0.5, 0.265, 0.06, 0.235, 0.03, 0.5, 0.5, 0.085, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.21267986297607422,7492.529474973679,42.421196937561035,6593.564804077148,37.17665886878967,9.628191947937012
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,1,4.0,4.0,0.0,4,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.54, 0.38, 1.0, 0.04, 0.32, 1.0, 0.18, 0.14, 0.12, 0.23]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]","[1.1, 0.45, 2.0, 0.03, 0.29, 1.48, 0.16, 0.15, 0.13, 0.3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2171781063079834,1647.65163397789,21.610671043395996,1843.85111784935,1.811981201171875e-05,3.150365114212036
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,12,8.0,8.0,0.0,8,0.02660658050544404,0.0706140350877193,0.12456140350877193,"[1.0, 0.37456140350877193, 1.0, 0.5184210526315789, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 1.0, 1.0, 0.9999999999999999, nan]","[0.5700000000000018, 0.028912280701754375, 0.42000000000000076, 0.5011052631578959, 1.0000000000000073, 0.4800000000000012, 0.5500000000000017, 1.0000000000000073, 0.17257894736842114, 0.5000000000000013, 1.0000000000000073, nan]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, nan]","[0.5450000000000046, 0.056666666666666636, 0.5300000000000041, 0.5233333333333373, 0.5000000000000032, 1.0299999999999851, 0.6875000000000046, 0.5000000000000032, 0.20666666666666644, 0.44000000000000156, 0.7350000000000019, nan]","[0.0, 0.5184210526315789, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.9999999999999999, 0.5184210526315789, 0.0, 0.9999999999999999, nan]","[0.0, 0.26, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.49, 0.0, 1.0, nan]",1.4254319667816162,2149.920480966568,12.6978280544281,2337.3822309970856,127.65126299858093,3.532637119293213
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,2,4.0,4.0,0.0,4,0.03684724255734506,0.5,0.5368472425573451,"[1.0, 1.0, 0.5368472425573451, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5368472425573451]","[0.53, 0.5, 0.12684236212786726, 0.5, 1.0, 0.54, 0.78, 0.2, 1.0, 0.47, 1.0, 1.0, 0.5, 1.0, 0.45, 0.5007369448511468]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, -0.0, -0.0]","[0.52, 0.48, 0.115, 0.52, 1.0, 0.52, 1.23, 0.27, 1.0, 0.5, 1.0, 1.0, 0.53, 1.0, 0.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.176069974899292,4309.640408039093,6.12768292427063,4259.52250289917,4.657673120498657,5.691915035247803
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,4,2.5,2.5,1.5,4,0.022585889583991877,0.2538860103626943,0.2731983042863872,"[0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.9999999999999999, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, 0.45690061234102686, 0.5430993876589731, 0.730098916627414, 0.5430993876589731, 0.5430993876589731, 0.5430993876589731, nan]","[0.501723975506359, 0.5094818652849744, 0.49655204898728206, 0.19543099387658974, 0.18284503061705135, 0.36681111634479513, 0.37163918982571814, 0.5008619877531794, 0.5043099387658977, 0.2550871408384362, 0.4939660857277437, 0.06456900612341027, 0.19326895902025437, 0.4974140367404614, 0.16021196420160153, 0.49569006123410275, 0.2225859632595384, 0.5068959020254361, nan]","[-0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, -0.0, -0.0, 0.06666666666666667, -0.0, 0.06666666666666667, 0.06666666666666667, -0.0, nan]","[0.3725, 0.5, 0.5, 0.26, 0.1125, 0.39, 0.2575, 0.5, 0.5, 0.22, 0.5, 0.1525, 0.06, 0.5, 0.14, 0.5, 0.255, 0.38, nan]","[0.0, 0.0, 0.0, 0.0, 0.45690061234102686, 0.0, 0.45690061234102686, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, nan]","[0.25, 0.0, 0.0, 0.0, 0.57, 0.0, 0.54, 0.0, 0.0, 0.81, 0.0, 0.54, 1.0, 0.0, 0.77, 0.0, 0.0, 1.0, nan]",0.37563490867614746,6456.181484937668,13.069746971130371,5923.869158983231,19.302035093307495,8.026895999908447
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.25,1.0,0.4330127018922193,2,0.010013409860255661,0.24879559532002754,0.264280798348245,"[0.5024088093599449, 0.4975911906400551, 0.7563661390227117, 0.5024088093599449, 0.7563661390227117, 0.5024088093599449, 0.5182381280110118, 1.0, 0.7618719889883001, 0.5024088093599449, 1.0, 0.264280798348245, 0.5182381280110118, 0.264280798348245, nan]","[0.49980729525120565, 0.038451479697178256, 0.1218651066758431, 0.25497591190640057, 0.2484996558843771, 0.49990364762560346, 0.5014590502408823, 0.13333103922918102, 0.15166551961459052, 0.5002890571231947, 0.5400000000000016, 0.010103234686854782, 0.0047625602202339985, 0.2490640055058499, nan]","[0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, -0.0, 0.13333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, nan]","[0.5, 0.0275, 0.125, 0.325, 0.25, 0.5, 0.5, 0.1275, 0.11, 0.0, 0.6875, 0.0425, 0.025, 0.29, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan]",0.6000149250030518,3717.3754889965057,52.08832311630249,3784.721601963043,79.10850596427917,5.865270137786865
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,16,1.0,1.0,0.0,1,0.007709781585751863,0.06177606177606178,0.07722007722007722,"[0.9999999999999999, 0.3057915057915058, 0.5945945945945946, 0.5104247104247104, 0.42393822393822395, 0.7992277992277992, 0.40077220077220077, 0.7111969111969112, 0.7459459459459459, nan, nan, nan, nan]","[0.2508880308880308, 0.12237065637065635, 0.5227027027027039, 0.501042471042472, 0.2741235521235519, 0.24430115830115803, 0.12247876447876442, 0.5168957528957542, 0.1258610038610038, nan, nan, nan, nan]","[0.26666666666666666, 0.16666666666666669, 0.33333333333333337, 0.26666666666666666, 0.2, 0.16666666666666669, 0.1, 0.3666666666666667, 0.13333333333333333, nan, nan, nan, nan]","[0.29, 0.109375, 0.5075, 0.5, 0.379375, 0.245, 0.28375, 0.515, 0.305625, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]",0.18142104148864746,1238.591136932373,398.69371604919434,1242.5403280258179,22.537642002105713,2.1796228885650635
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,105,1.3142857142857143,1.0,0.7079720967636496,4,0.009617310260184085,0.003937007874015748,0.03674540682414698,"[0.8005249343832022, 0.9999999999999999, 0.6194225721784777, 0.7985564304461942, 0.8005249343832022, 0.6712598425196851, 0.9999999999999999, 0.3307086614173228, 0.9999999999999999, 0.45013123359580054, 0.6299212598425196, nan, nan, nan, nan, nan]","[0.10772965879265003, 0.3939763779527425, 0.13113517060367327, 0.1420144356955367, 0.10624015748031378, 0.11566272965879147, 0.249698162729652, 0.10070209973753204, 0.12172572178477693, 0.08785433070866168, 0.10734251968503865, nan, nan, nan, nan, nan]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan, nan, nan, nan, nan]","[0.2492380952380944, 0.5328571428572204, 0.21076190476190404, 0.2506666666666658, 0.20933333333333262, 0.23276190476190398, 0.5021904761905424, 0.22028571428571353, 0.21228571428571358, 0.1911428571428565, 0.20476190476190406, nan, nan, nan, nan, nan]","[0.08530183727034119, 0.0, 0.36679790026246734, 0.04199475065616798, 0.08530183727034119, 0.0, 0.06824146981627296, 0.17388451443569553, 0.6804461942257216, 0.1850393700787402, 0.2952755905511811, nan, nan, nan, nan, nan]","[0.05, 0.0, 0.48, 0.04, 0.07, 0.07, 0.04, 0.13, 1.0, 0.19, 0.3, nan, nan, nan, nan, nan]",2.9188690185546875,3540.2471368312836,415.2404959201813,3359.3534820079803,965.6171388626099,4.741749048233032
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,2,1.0,1.0,0.0,1,0.10593713620488943,0.5,0.6059371362048894,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6059371362048894]","[0.12394062863795113, 0.26, 0.27, 0.16, 0.22, 0.21, 0.23, 0.33, 0.05, 0.2, 0.27, 0.22, 0.26, 0.04, 0.21, 0.23, 0.2642374854481956, 0.0939406286379511]","[-0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, -0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, -0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333]","[0.0, 0.74, 0.93, 0.49, 0.96, 0.24, 0.22, 0.27, 0.11, 0.22, 0.31, 0.46, 0.25, 0.27, 0.36, 0.23, 0.225, 0.165]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1286921501159668,6539.442244052887,17.96859884262085,6044.512367010117,12.854159832000732,8.549105167388916
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.010573662724759035,0.25,0.2634730538922156,"[0.5, 0.7435129740518963, 0.2634730538922156, 0.5, 0.5, 0.5, 0.5, 0.7435129740518963, 0.7435129740518963, nan, nan]","[0.5, 0.5146107784431138, 0.24913173652694606, 0.5, 0.5, 0.5, 0.5, 0.49025948103792416, 0.23743512974051895, nan, nan]","[0.06666666666666667, 0.1, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.1, 0.1, nan, nan]","[0.5, 0.495, 0.25, 0.5, 0.5, 0.5, 0.5, 0.475, 0.295, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]",0.053926944732666016,819.3139441013336,7.042179107666016,831.5967829227448,2.3532609939575195,1.4905381202697754
