graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Cholesterol Regulatory Pathway,True,34,2,0,0.0,3,1.2647058823529411,4,1.0,1.0,0.0,1,0.04397542332926666,0.26244218316373724,0.29398704902867717,1.0,0.6543015726179463,1.0,0.08,0.02219080924987793,4.037463188171387,1.7914319038391113,9.161576986312866
Cortical Area Development,True,5,2,0,0.0,4,2.8,2,1.0,1.0,0.0,1,0.375,0.5,0.875,1.0,0.1925,1.0,0.2,0.014696121215820312,0.5953028202056885,0.39499688148498535,0.5929980278015137
Death Receptor Signaling,True,28,2,3,0.10714285714285714,4,1.6071428571428572,11,3.090909090909091,4.0,0.9958591954639383,4,0.033303237592164525,0.08562197092084006,0.14485729671513192,0.9999999999999999,0.46711497038233696,0.3804528406880081,0.125,0.05416989326477051,22.427748203277588,78.44404292106628,6.128245115280151
Fanconi anemia and checkpoint recovery,True,15,2,0,0.0,8,4.4,5,2.8,2.0,2.6381811916545836,8,0.19258391472417197,0.16376089663760895,0.5554171855541719,1.0,0.06140722291407222,1.0000003574627403,0.5,0.291079044342041,11.824862003326416,63.54296803474426,3.1791579723358154
Toll Pathway of Drosophila Signaling Pathway,True,11,2,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.016804118067383186,0.24799599198396793,0.2755511022044088,1.0,0.6471593186372749,-0.0,0.0,0.008855104446411133,1.1016409397125244,0.29251790046691895,0.8261430263519287
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,2,2,0.09090909090909091,6,1.7272727272727273,8,3.0,2.0,2.9154759474226504,10,0.1139057251847492,0.11792232101076275,0.25362657931679927,1.0,0.3712283575105287,0.4946186242395818,0.075,0.06908202171325684,13.939778089523315,126.14058995246887,3.4000399112701416
Lac Operon,True,13,2,3,0.23076923076923078,4,1.6923076923076923,10,3.0,1.0,4.0,11,0.038230343057580045,0.11532125205930807,0.1301482701812191,1.0,0.35867792421746275,0.1499176276771088,0.045,0.0298159122467041,9.358644962310791,3.222999095916748,1.5921437740325928
Mammalian Cell Cycle,True,20,2,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.021571152607855776,0.5,0.5215711526078558,1.0,0.19368641339343207,-0.0,0.0,0.06723690032958984,1.8972959518432617,2.057695150375366,3.000119209289551
Mammalian Cell Cycle 2006,True,10,2,0,0.0,6,3.5,3,1.6666666666666667,2.0,0.4714045207910317,2,0.23475625796272595,0.49445983379501385,0.5041551246537396,0.9999999999999999,0.1276315789473684,0.9999999999999996,0.2,0.07585406303405762,2.782081127166748,4.0606160163879395,1.4846889972686768
Metabolic Interactions in the Gut Microbiome,True,12,2,1,0.08333333333333333,5,2.5,16,2.0,2.0,0.0,2,0.03293632557634086,0.059245960502693,0.10861759425493717,0.9999999999999999,0.2816202872531417,1.0000000000000284,0.62,0.049240827560424805,15.1231050491333,141.50459694862366,1.6030540466308594
Neurotransmitter Signaling Pathway,True,16,2,0,0.0,3,1.375,8,1.25,1.0,0.4330127018922193,2,0.07123579613800358,0.1026137463697967,0.25314617618586643,1.0,0.6715029041626337,0.9999999999999982,0.41,0.016368865966796875,4.725809097290039,2.7224090099334717,2.3435800075531006
Oxidative Stress Pathway,True,19,2,1,0.05263157894736842,4,1.6842105263157894,2,1.0,1.0,0.0,1,0.028194516295913075,0.5,0.5281945162959131,1.0,0.4055638903259182,-0.0,0.0,0.022633075714111328,1.3210058212280273,0.6906321048736572,2.4778501987457275
Predicting Variabilities in Cardiac Gene,True,15,2,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.007723304231027517,0.5,0.5077233042310275,1.0,0.1954633982538617,-0.0,0.0,0.10696697235107422,2.3259658813476562,3.2861568927764893,2.008579969406128
Regulation of the L-arabinose operon of Escherichia coli,True,13,2,4,0.3076923076923077,3,1.3846153846153846,31,1.967741935483871,1.0,1.3315978993903415,4,0.027303199693590307,0.020708082832331328,0.08016032064128256,0.9999999999999999,0.4509051436205743,0.1823648576829342,0.12,0.0440068244934082,15.993700981140137,22.33742594718933,1.3803050518035889
T-LGL Survival Network 2011 Reduced Network,True,18,2,0,0.0,4,2.388888888888889,9,2.111111111111111,2.0,1.0999438818457405,4,0.18916433023924695,0.009596928982725527,0.6129238643634037,1.0,0.3948208573256559,1.000000000000007,0.35,0.03484797477722168,11.928447961807251,34.21059989929199,2.541023015975952
