graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
T cell differentiation,True,23,1,4,0.17391304347826086,5,1.4782608695652173,39,1.358974358974359,1.0,0.7675194639536289,3,0.016781661200820534,0.03096876654314452,0.059290629962943354,0.9999999999999999,0.21127845420857597,0.22922181048184598,0.2,0.0394589900970459,18.600510120391846,81.71586108207703,2.8342039585113525
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,1,2.0,2.0,0.0,2,0.0,1.0,1.0,1.0,0.355,0,0.0,0.019845008850097656,0.8389480113983154,1.0013580322265625e-05,1.895848035812378
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.004147064155746533,0.015866209262435677,0.024871355060034305,1.0000000000000002,0.211708833619211,6.397058882612328e-08,0.0,0.05366206169128418,19.281442880630493,56.28183698654175,1.667349100112915
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,3,4.0,4.0,0.0,4,0.13475739217511357,0.3540317834020012,0.487051206592113,1.0,0.2407769276044732,0.5129490368792773,0.12,0.03898906707763672,6.119018077850342,3.331774950027466,3.7144479751586914
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,3,7.0,6.0,4.546060565661952,13,0.284618159742791,0.14567458538771852,0.7355445988346033,1.0,0.06330569251456744,0.1456745853877166,0.27,0.5381419658660889,20.290215015411377,34.45791792869568,5.93103289604187
B bronchiseptica and T retortaeformis coinfection,True,53,1,1,0.018867924528301886,8,2.547169811320755,4,9.0,6.0,5.196152422706632,18,0.19186511646922846,0.22698252688172044,0.5169690860215054,1.0,0.1446328965053763,0.48303091397847453,0.035,0.8624920845031738,48.728347063064575,195.51680707931519,14.059393882751465
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,33,2.1515151515151514,2.0,1.157877162093503,4,0.005306264716456146,0.029844472467423288,0.042454812946616224,0.9999999999999999,0.09960487599831862,0.03909205548579564,0.015,0.09218692779541016,26.532315015792847,115.99091410636902,2.363880157470703
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,15,1.5333333333333334,1.0,0.8055363982396382,3,0.02214869457288133,0.053822937625754526,0.12776659959758552,1.0000000000000002,0.19250754527162972,0.6172032596706423,0.12,0.021526098251342773,6.821100950241089,4.157948017120361,1.6742470264434814
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,1,4.0,4.0,0.0,4,0.0,1.0,1.0,1.0,0.195,0,0.0,0.10942888259887695,2.7366089820861816,8.821487426757812e-06,4.636950969696045
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,4,6.25,5.5,4.380353866983808,12,0.07610867950327199,0.24105367793240556,0.3658051689860835,1.0,0.1496371769383699,0.6093440577396834,0.35,0.07498717308044434,10.051853895187378,11.70995283126831,3.1694300174713135
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.0011337868480725544,0.5,0.5011337868480725,1.0,0.1125283446712018,-0.0,0.0,0.060920000076293945,1.2791879177093506,1.9434998035430908,0.9663548469543457
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,3,1.3333333333333333,1.0,0.4714045207910317,2,0.37326427194761136,0.11136363636363636,0.8590909090909091,1.0,0.22088636363636346,1.0,0.24,0.011039018630981445,0.7909860610961914,0.5330948829650879,0.46698999404907227
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.1,0,0.0,0.010174036026000977,0.15257787704467773,7.152557373046875e-06,0.2944149971008301
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,16,1.0,1.0,0.0,1,0.033126760536578474,0.05862068965517241,0.12228116710875332,1.0,0.27237135278514585,0.6339522546419118,0.085,0.025860071182250977,8.170314073562622,7.839436054229736,3.8128390312194824
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,2,6.0,6.0,2.0,8,0.3741851368970013,0.5,0.8741851368970013,1.0,0.08122555410691003,1.0000000000000009,0.1,0.16410398483276367,5.4100258350372314,6.711397886276245,1.8423120975494385
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.02234169102379009,0.2487411883182276,0.27895266868076535,1.0,0.43501007049345425,-0.0,0.0,0.005873918533325195,0.6230030059814453,0.19121289253234863,0.5061321258544922
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,11,2.272727272727273,3.0,0.9620913858416694,3,0.07220057905810591,0.09068219633943428,0.2466722129783694,1.0,0.138377703826955,0.495424616095935,0.21,0.07873201370239258,9.9667489528656,16.66069197654724,2.266268014907837
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.011491806400761966,0.12580906148867316,0.1448220064724919,1.0,0.21595064724919097,-8.881784197001252e-16,0.0,0.013551950454711914,1.9575169086456299,1.2912490367889404,0.6901628971099854
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.026078557630392796,0.5,0.5260785576303928,1.0,0.10341274951706375,-0.0,0.0,0.03948688507080078,0.9806818962097168,1.2154359817504883,2.051240921020508
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,1,10.0,10.0,0.0,10,0.0,1.0,1.0,1.0,0.345,0,0.0,0.043927907943725586,2.4273359775543213,3.0994415283203125e-06,0.7857539653778076
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,8,4.0,4.0,0.0,4,0.01461428818926287,0.12031386224934612,0.15082824760244115,0.9999999999999999,0.2349171752397559,0.9999999999999964,0.27,0.032730817794799805,9.547131061553955,10.461013078689575,1.0798189640045166
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,2,4.0,4.0,0.0,4,0.010009099181073705,0.5,0.5100090991810737,1.0,0.6996997270245677,1.0,0.11,0.009303092956542969,1.4830520153045654,0.24046802520751953,1.2038359642028809
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,2,1.0,1.0,0.0,1,0.02346041055718473,0.5,0.5234604105571847,1.0,0.2823826979472141,-0.0,0.0,0.01593184471130371,0.7281448841094971,0.38121891021728516,1.3216660022735596
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.25,1.0,0.4330127018922193,2,0.012499855735491675,0.24811256005490734,0.26835964310226496,1.0,0.04722717913520933,-0.0,0.08,0.061273813247680664,1.994938850402832,4.065162181854248,1.8149909973144531
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,True,26,1,0,0.0,9,3.1153846153846154,2,6.0,6.0,0.0,6,0.012516469038208161,0.5,0.5125164690382081,1.0,0.11,0.9999999999999991,0.085,0.7975208759307861,12.370721817016602,20.470760822296143,6.273448944091797
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,18,2.5555555555555554,1.0,2.9101779674908426,8,0.013511789791095056,0.05877680698967434,0.07386814932486101,1.0,0.22044082605242252,0.1445591739475489,0.03,0.018511056900024414,6.996016025543213,2.590480089187622,1.1366407871246338
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,64,2.75,3.0,0.9682458365518543,6,0.010128039899396559,0.011303191489361701,0.034574468085106384,0.9999999999999999,0.0897307180851064,0.44414901930363726,0.07,0.09598112106323242,60.342175006866455,141.18154788017273,1.2518789768218994
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,11,1.0,1.0,0.0,1,0.05438870703731598,0.12035938294626208,0.14053229360908628,1.0,0.288888794710968,1.5335788425829833e-06,0.0,0.030979156494140625,7.058313846588135,6.598193168640137,5.650614023208618
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,2,2.0,2.0,1.0,3,0.4278592375366569,0.5,0.9278592375366569,1.0,0.19247507331378302,0.9999999999999998,0.04,0.02288818359375,1.6567959785461426,0.6169719696044922,1.6322999000549316
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.00347681855945537,0.015371477369769428,0.02305721605465414,1.0,0.22986122971818962,5.2401617267605616e-08,0.0,0.0948638916015625,19.015538930892944,78.58597803115845,1.9565560817718506
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,8,4.625,2.0,3.4977671449083054,10,0.10922215838143161,0.12098950524737631,0.2827586206896552,0.9999999999999999,0.2688395802098951,0.4452773613193486,0.26,0.047905921936035156,18.292452096939087,283.8187689781189,3.668761968612671
Apoptosis Network,True,41,1,2,0.04878048780487805,4,1.7804878048780488,10,1.4,1.0,0.48989794855663565,2,0.10702514496798649,0.0351267660150958,0.23901683762337914,1.0,0.21686955680278697,0.079349719372944,0.025,0.08421993255615234,10.717289924621582,10.001055002212524,6.275221824645996
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,38,1.631578947368421,1.0,1.2653489768601376,5,0.009986123709412322,0.02920317062995411,0.04005006257822278,1.0,0.058998748435544444,0.18564872757594486,0.045,0.09081792831420898,24.125792026519775,90.88658404350281,2.300351142883301
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,10,1.4,1.0,0.48989794855663565,2,0.047641013941973315,0.11679012345679013,0.14617283950617285,1.0,0.23913827160493803,0.27111111111111796,0.09,0.02186894416809082,4.0960259437561035,2.3802061080932617,1.7897720336914062
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,2,4.0,4.0,1.0,5,0.48905858217460674,0.5,0.9890585821746067,1.0,0.2742341007522225,4.440892098500626e-16,0.005,0.05710196495056152,5.307097911834717,3.1079299449920654,5.970716953277588
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,7,3.4285714285714284,2.0,2.3819045715047236,9,0.14748066368619878,0.06590476190476191,0.4198095238095238,1.0,0.10536190476190475,0.5950478876341059,0.34,0.07432889938354492,11.065607070922852,53.176922082901,3.2234690189361572
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,5,1.8,1.0,1.1661903789690602,4,0.07472585108654722,0.23894436519258203,0.24964336661911554,1.0,0.0420114122681883,0.2696148359486452,0.17,0.0643770694732666,3.087193012237549,5.055606126785278,1.1563758850097656
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.145,0,0.0,0.012219905853271484,0.21718907356262207,5.9604644775390625e-06,0.4383840560913086
Cortical Area Development,True,5,1,0,0.0,4,2.8,2,1.5,1.5,0.5,2,0.3125,0.5,0.8125,1.0,0.199375,1.0,0.285,0.01113581657409668,0.41945791244506836,0.22656702995300293,0.2971668243408203
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,13,1.4615384615384615,1.0,0.7457969011409736,3,0.05868018196816714,0.11504018369690011,0.1322617680826636,1.0,0.2634362801377728,6.086440862418385e-08,0.015,0.029198884963989258,8.61791706085205,7.580083131790161,4.473660945892334
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,1,10.0,10.0,0.0,10,0.0,1.0,1.0,1.0,0.11,0,0.0,0.164107084274292,4.424432039260864,3.0994415283203125e-06,1.939039945602417
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.019508970787364393,0.24801980198019802,0.2732673267326733,0.7267326732673267,0.40912376237623765,-0.0,0.0,0.009222030639648438,0.6821870803833008,0.4057929515838623,0.9182651042938232
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,71,2.0,2.0,0.0,2,0.009620683589129425,0.0112806901128069,0.039150630391506305,1.0000000000000002,0.08667551426675514,0.46516272563843586,0.14,0.11938810348510742,51.200636863708496,211.2763979434967,1.4540610313415527
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.006259619458139088,0.12650602409638556,0.13333333333333333,1.0,0.1764337349397591,-8.881784197001252e-16,0.0,0.01358485221862793,1.9215729236602783,1.647014856338501,0.7305049896240234
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.007672634271099765,0.5,0.5076726342710998,1.0,0.08223145780051151,-0.0,0.0,0.03706192970275879,1.0045959949493408,1.158972978591919,1.471440076828003
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,9,1.5555555555555556,2.0,0.4969039949999533,2,0.14439312734057502,0.036931818181818184,0.4247159090909091,1.0,0.06461647727272725,0.9502840909090917,0.475,0.04400801658630371,4.2769670486450195,8.428833961486816,0.7649621963500977
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,3,2.6666666666666665,1.0,2.3570226039551585,6,0.14069405629566778,0.3418886198547216,0.5012106537530266,1.0,0.3118958837772396,0.4987893462469728,0.085,0.017544031143188477,2.249406099319458,0.7321641445159912,1.793855905532837
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.75,1.0,1.299038105676658,4,0.002946539437060589,0.2508884150675196,0.25302061122956643,1.0,0.06128287135749822,-0.0,0.085,0.06802892684936523,2.426571846008301,4.133133888244629,1.5321550369262695
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,31,1.967741935483871,1.0,1.3315978993903417,4,0.02535835355339979,0.019203413940256046,0.07041251778093884,1.0,0.23629800853485072,0.2048364153628981,0.08,0.023830890655517578,10.056747198104858,9.5245680809021,0.920428991317749
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,14,1.5714285714285714,1.0,0.9035079029052513,3,0.043854756085617695,0.06194533191338303,0.13844515441959532,1.0,0.29816826411075614,0.29552715654952166,0.045,0.041651010513305664,13.22983694076538,135.25291109085083,6.3001930713653564
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,1,3.0,3.0,0.0,3,0.0,1.0,1.0,1.0,0.48,0,0.0,0.020526885986328125,1.0992798805236816,7.867813110351562e-06,1.4844670295715332
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.002771858870180854,0.015457277801631602,0.021897810218978103,1.0,0.21072992700729923,1.0811821908873753e-06,0.0,0.09795999526977539,18.907344102859497,96.13815498352051,1.6779329776763916
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,8,3.625,3.0,2.7357585785299112,8,0.14025996818949552,0.06466143562917756,0.40540540540540543,1.0,0.20823597791339726,0.5059575704737114,0.11,0.045658111572265625,14.697787046432495,58.69454884529114,4.118661880493164
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,6,9.333333333333334,3.5,12.147244772192396,35,0.1958445740301442,0.07429048414023373,0.5333889816360601,1.0,0.18525041736227052,0.9987479131886303,0.485,0.5607328414916992,51.46982383728027,97.4157030582428,6.710663080215454
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,56,1.6071428571428572,2.0,0.6175577309210922,3,0.011417639551719714,0.01744186046511628,0.03875968992248062,1.0,0.0813081395348837,0.37519379844925993,0.16,0.10636305809020996,35.15929698944092,143.0308940410614,2.479926109313965
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,10,1.5,1.5,0.5,2,0.0505592985174538,0.11420612813370473,0.15041782729805014,0.9999999999999998,0.2623096564531106,0.2655524605385349,0.025,0.01848912239074707,4.54872989654541,2.5589239597320557,1.930690050125122
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,3,2.0,2.0,0.0,2,0.36219285827497766,0.127823545043848,0.8424129683762955,1.0,0.14728408184958813,-0.0,0.08,0.05820202827453613,4.460383892059326,3.7966420650482178,5.361509084701538
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,66,1.1515151515151516,1.0,0.35855028988482524,2,0.012268848255327768,0.013764880952380952,0.03720238095238095,1.0000000000000002,0.04629464285714287,0.772321428570578,0.13,0.0911870002746582,28.663059949874878,102.13871502876282,1.2706060409545898
Budding Yeast Cell Cycle,True,20,1,4,0.2,6,2.1,20,2.0,2.0,1.0954451150103321,4,0.023468050739122795,0.05766920304365238,0.07689227072486984,1.0,0.1447757308770524,0.12615140848448902,0.025,0.05341696739196777,16.061514854431152,125.62292218208313,2.533716917037964
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,5,4.4,6.0,1.9595917942265424,6,0.06693477012190774,0.18106686701728025,0.30240420736288504,1.0,0.1067787377911345,1.0000000000000036,0.375,0.07025599479675293,10.023757934570312,20.844445943832397,2.7742350101470947
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.3333333333333333,1.0,0.7453559924999299,3,0.09507595544309108,0.19560595322466334,0.2593905031892275,1.0,0.04402905740609498,0.4833451452870303,0.21,0.06375694274902344,2.6648011207580566,6.210190057754517,1.2965519428253174
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.2,0,0.0,0.012786865234375,0.2267589569091797,1.0013580322265625e-05,0.5268869400024414
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.0018602728400165525,0.5,0.5018602728400166,1.0,0.6950186027284002,1.0,0.03,0.016518831253051758,1.8665080070495605,0.39191699028015137,4.844844102859497
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.09,0,0.0,0.008940935134887695,0.16087698936462402,6.9141387939453125e-06,0.30498600006103516
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,1,2.0,2.0,0.0,2,0.0,1.0,1.0,1.0,0.055,0,0.0,0.16722989082336426,0.9471478462219238,3.0994415283203125e-06,2.0801291465759277
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.017031475383797384,0.2470414201183432,0.27514792899408286,1.0,0.42218934911242606,-0.0,0.0,0.005405902862548828,0.640099048614502,0.18881797790527344,0.8438448905944824
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,13,3.769230769230769,3.0,2.9652823488302125,9,0.039333336119646824,0.07567567567567568,0.12818532818532818,1.0,0.2440656370656369,0.3884169884169921,0.115,0.01958608627319336,9.147663831710815,3.4331040382385254,0.7651960849761963
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.0009287925696594701,0.5,0.5009287925696595,1.0,0.1299814241486068,-0.0,0.0,0.03597307205200195,0.9782259464263916,1.1425731182098389,1.4352400302886963
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,5,2.0,2.0,0.0,2,0.2860491335499836,0.05898876404494382,0.7682584269662921,1.0,0.09367275280898876,0.23174159205029277,0.21,0.04036903381347656,2.7536301612854004,4.4580981731414795,0.7334990501403809
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,12,4.0,4.0,0.0,4,0.027877066560135128,0.07084837545126355,0.12815884476534295,1.0,0.28647563176895313,1.0,0.345,0.06945395469665527,11.192516088485718,142.68163108825684,0.8467850685119629
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,2,1.5,1.5,0.5,2,0.03181818181818183,0.5,0.5318181818181819,1.0,0.2794772727272728,-0.0,0.0,0.014183998107910156,1.0625050067901611,0.3900470733642578,1.7533140182495117
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.0,1.0,0.0,1,0.012870551292132293,0.2450171821305842,0.27147766323024053,1.0,0.0386426116838488,-0.0,0.09,0.05711197853088379,1.302549123764038,3.8402040004730225,0.9940898418426514
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,23,2.652173913043478,1.0,2.647536930024057,8,0.021687892419092695,0.0531767955801105,0.06975138121546962,1.0,0.23875000000000007,0.21685082872933492,0.085,0.02112293243408203,9.614850044250488,4.968204021453857,0.7044260501861572
Senescence Associated Secretory Phenotype,True,51,1,2,0.0392156862745098,5,1.8823529411764706,4,1.0,1.0,0.0,1,0.0145227578033661,0.25034770514603616,0.2653685674547983,1.0,0.13778025034770514,4.440892098500626e-16,0.0,0.0444490909576416,4.007928133010864,4.24457311630249,9.808556079864502
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,84,1.6666666666666667,2.0,0.4714045207910317,2,0.006934884624956504,0.00922874093605801,0.03098220171390903,0.9999999999999999,0.06051746868820037,1.0,0.22,0.08649301528930664,47.264585971832275,165.78766798973083,1.2237701416015625
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,3,3.3333333333333335,4.0,0.9428090415820634,4,0.16402843067728223,0.2751065124771759,0.5569080949482653,1.0,0.32182897139379163,0.5569080949482643,0.2,0.018995046615600586,3.6268129348754883,1.34238600730896,1.3762590885162354
