graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_time,stochastic_model_time
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,25,2.6,2.0,1.385640646055102,4,0.0408504276253398,0.025121555915721232,0.1353322528363047,"[1.0, 0.9983792544570501, 0.9983792544570503, 0.2560777957860616, 0.9983792544570502, 0.9983792544570501, 0.9465153970826581, 0.5113452188006483, 0.8865478119935171, 1.0, nan, nan, nan]","[0.3340153970826576, 0.6836750405186381, 0.14425850891410041, 0.169935170178282, 0.33471636952998324, 0.6930226904376015, 0.08091977309562397, 0.5006807131280391, 0.20707050243111824, 0.22657617504051825, nan, nan, nan]",0.6528971195220947,123.62105321884155
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.015743073047858935,0.5,0.5157430730478589,"[1.0, 1.0, 0.5157430730478589, 1.0, 1.0, 1.0, 0.5157430730478589, 1.0, 1.0, 1.0, 1.0, 0.5157430730478589, 1.0, 1.0, 0.5157430730478589, 0.5157430730478589, 1.0, 0.5157430730478589, 0.5157430730478589, nan]","[0.045, 0.125, 0.49795340050377845, 0.215, 0.13, 0.49, 0.26289357682619646, 0.09, 0.13, 0.145, 0.12, 0.49842569269521414, 0.2503148614609571, 0.065, 0.28062972292191435, 0.007421284634760705, 0.47, 0.5011020151133501, 0.032736146095717886, nan]",0.4950120449066162,17.952740907669067
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,6,2.3333333333333335,2.0,0.7453559924999298,4,0.3024280184348481,0.03591160220994476,0.8425414364640884,"[1.0, 1.0, 1.0, 1.0, 0.9806629834254144, 1.0, 1.0, 0.9337016574585635, 0.9337016574585635, 1.0]","[0.5999447513812154, 0.4565814917127076, 0.6021892265193373, 0.07370165745856355, 0.16739640883977902, 1.0, 0.07716160220994475, 0.10151243093922652, 0.11875, 0.14304558011049726]",0.30567288398742676,35.51169800758362
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,11,4.0,4.0,0.0,4,0.036848954036636204,0.10658578856152513,0.13258232235701906,"[0.9999999999999999, 0.23916811091854417, 0.9999999999999999, 0.5476603119584055, 0.509532062391681, 1.0, 0.9999999999999999, 1.0, 0.5528596187175043, 0.9999999999999999, 1.0, nan]","[0.23, 0.062370017331022556, 0.24, 0.5033362218370885, 0.49933275563258234, 0.495, 0.255, 1.0, 0.12874350086655098, 0.27, 1.0, nan]",0.6223840713500977,100.26539587974548
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,3,3.3333333333333335,4.0,0.9428090415820634,4,0.10951873522019633,0.27219796215429404,0.4871421639980592,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5128578360019408, 1.0, 1.0, 1.0, 0.5128578360019408, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.445, 0.555, 0.28, 0.47, 0.7661717612809309, 0.47, 0.37398592916060186, 0.285, 0.7564289180009698, 0.545, 0.5010286268801553, 0.7613003396409505, 0.44077874818049506, 0.7759146045608921, 0.33821445900048536, 1.0]",0.17662906646728516,26.985260009765625
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,3,2.0,1.0,1.4142135623730951,4,0.14097083115491332,0.3224907063197026,0.5111524163568774,"[0.5111524163568774, 0.5111524163568774, 0.5111524163568774, 0.5111524163568774, 0.5111524163568774, 1.0, 1.0, 0.5111524163568774, 0.5111524163568774, 1.0, 0.5111524163568774, 0.5111524163568774, 0.8336431226765799, 0.5111524163568774, 0.8336431226765799, 0.5111524163568774, 0.5111524163568774, 0.5111524163568774, nan]","[0.49955390334572486, 0.5005576208178439, 0.5013382899628255, 0.2685594795539035, 0.18144981412639416, 0.3887918215613386, 0.37656133828996297, 0.49921933085501846, 0.4997769516728624, 0.2875557620817844, 0.4989962825278809, 0.05466542750929368, 0.12011152416356881, 0.5001115241635687, 0.10384293680297396, 0.49955390334572486, 0.23867100371747224, 0.5001115241635687, nan]",0.19668006896972656,30.85601282119751
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.0,1.0,0.0,1,0.008243482074688061,0.25136798905608754,0.2585499316005472,"[0.5027359781121751, 0.49726402188782487, 0.2585499316005472, 0.5027359781121751, 0.7428180574555403, 0.5027359781121751, 0.5041039671682627, 0.49726402188782487, 0.49726402188782487, 0.5027359781121751, 0.5027359781121751, 0.2585499316005472, 0.5157318741450068, 0.7428180574555403, nan]","[0.49997264021887816, 0.04134404924760601, 0.13463406292749655, 0.24754103967168273, 0.25009917920656644, 0.5002462380300959, 0.5000820793433652, 0.134969220246238, 0.12131326949384405, 0.49991792065663526, 0.5003283173734607, 0.018666210670314633, 0.002486320109439124, 0.25008549931600543, nan]",0.39267396926879883,18.488242149353027
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,34,2.176470588235294,1.0,1.3820400146436154,4,0.0239085916793185,0.01687116564417178,0.07438650306748466,"[0.37346625766871167, 0.5966257668711656, 0.8205521472392637, 0.5084355828220859, 0.5322085889570551, 0.9072085889570551, 0.5736196319018405, 0.8205521472392637, 0.5467791411042945, nan, nan, nan, nan]","[0.30302914110429424, 0.16780674846625732, 0.6140490797546009, 0.5010966257668714, 0.3014800613496929, 0.3095130368098167, 0.15215874233128823, 0.6099999999999998, 0.1510046012269939, nan, nan, nan, nan]",0.5317020416259766,102.3340392112732
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,4,3.5,4.0,0.8660254037844386,4,0.17251780271151984,0.27828054298642535,0.4242081447963801,"[0.8325791855203619, 1.0, 0.8518099547511312, 1.0, 0.8518099547511312, 1.0, 0.8518099547511312, 0.8518099547511312, 1.0, 0.8518099547511312, 0.8518099547511312, 0.8518099547511312, 0.8518099547511312, 0.8518099547511312, 0.8518099547511312, 1.0, 0.9807692307692307, 0.8518099547511312]","[0.22797511312217164, 0.5094287330316746, 0.24870475113122162, 0.137777149321267, 0.23629524886877828, 0.24351809954751133, 0.25351809954751126, 0.2620361990950226, 0.059072398190045235, 0.24203619909502266, 0.5140610859728509, 0.2414819004524887, 0.2690723981900453, 0.05370475113122173, 0.2233314479638009, 0.23666855203619896, 0.4283597285067869, 0.20558823529411752]",0.5031869411468506,93.22645688056946
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,3,1.3333333333333333,1.0,0.4714045207910317,2,0.21487524028697305,0.3768205763867369,0.572048342113418,"[1.0, 1.0, 1.0, 1.0, 0.572048342113418, 1.0, 1.0, 1.0, 0.572048342113418, 0.572048342113418, 1.0, 1.0, 1.0, 1.0, 1.0, 0.572048342113418, 0.572048342113418, 1.0, 1.0, 0.572048342113418, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.21006507592190893, 0.54, 0.22855903315773166, 0.20510845986984821, 0.13059807871087703, 0.10499999999999997, 0.04002169197396963, 0.505, 0.06358072513170127, 0.25286024171056715, 0.1343445925007747, 0.3822916021072205, 0.24574217539510382, 0.7796048961884108, 0.7838844127672766, 0.5036024171056709, 0.24213975828943293, 0.3844313603966534, 0.21366749302757984, 0.1872048342113418, 0.038184071893399445, 0.515, 0.7796048961884108, 0.37933684536721446, 0.545, nan]",0.37364697456359863,55.22858500480652
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,13,2.0,2.0,0.0,2,0.04153031845998257,0.060424354243542436,0.14944649446494465,"[0.4220479704797048, 1.0, 1.0, 0.5562730627306274, 0.7675276752767528, 0.7675276752767528, 0.8657749077490775, 1.0000000000000002, 0.7675276752767528, 1.0000000000000002, 0.7546125461254612, 0.8809963099630995, 0.7675276752767528, 1.0, nan, nan, nan]","[0.2492573800738008, 0.696575184501846, 0.10297047970479715, 0.49887453874538734, 0.5133763837638377, 0.5374538745387454, 0.24507380073800747, 0.3495041512915129, 0.20078874538745392, 0.5011254612546125, 0.24886300738007372, 0.736088560885608, 0.4919741697416974, 0.2621540590405906, nan, nan, nan]",0.5289859771728516,100.98209404945374
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,9,2.2222222222222223,2.0,0.628539361054709,4,0.1262459417371346,0.07657487740475293,0.43115805356469256,"[0.961146737080347, 0.5963787250094303, 0.7740475292342512, 0.7740475292342512, 0.5963787250094303, 0.8758958883440211, 0.5948698604300263, 0.8521312712184081, 0.7740475292342512, 0.7740475292342512, 0.998491135420596, 0.7970577140701622, 0.5963787250094303, 1.0, 0.5805356469256884, 0.7204828366654092, 1.0, 0.7970577140701622]","[0.03095247076574878, 0.28743870237646096, 0.5082214258770276, 0.057561297623538336, 0.18931912485854352, 0.1745888344021123, 0.14239532251980394, 0.08101093926820074, 0.48903809883063, 0.5520690305545078, 0.027629196529611467, 0.08030931723877789, 0.5827272727272734, 0.0810694077706526, 0.06988683515654474, 0.3072350056582417, 0.022655601659751032, 0.1029139947189739]",1.2152090072631836,152.69039702415466
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.011142061281337073,0.5,0.5111420612813371,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5111420612813371, 0.5111420612813371, 0.5111420612813371, 0.5111420612813371, 1.0, 1.0, 1.0, nan]","[0.535, 1.0, 1.0, 0.05022284122562674, 0.27855849582172715, 0.52, 0.15866295264623959, 0.05488857938718663, 0.017221448467966576, 0.4995543175487467, 0.49988857938718645, 0.20577298050139262, 1.0, 0.49944289693593363, nan]",0.33460497856140137,16.613358974456787
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.255, 0.235, 0.48, 0.065, 0.285, 0.285, 0.47, 0.05, 0.56]",0.030003070831298828,1.7942709922790527
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,4,1.0,1.0,0.0,1,0.033764897238579686,0.242026055705301,0.300314465408805,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5233602875112309, 1.0, 0.5233602875112309, 1.0, 1.0, 0.5613207547169812, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5233602875112309, 1.0, 0.5613207547169812, 1.0]","[0.495, 0.53, 0.51, 0.575, 0.49, 0.265, 0.515, 0.49883198562443853, 0.52, 0.24383198562443845, 0.535, 0.5, 0.2693867924528302, 0.49, 0.46, 0.27, 0.52, 0.53, 0.545, 0.465, 0.3, 0.23570754716981135, 0.5, 0.5, 0.51, 0.28, 0.435, 0.485, 0.54, 0.5, 0.11953279424977538, 0.525, 0.5006132075471695, 0.49]",0.3266918659210205,77.09285998344421
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.24, 0.25, 0.13, 0.05, 0.065]",0.016425132751464844,0.688107967376709
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,8,4.0,4.0,0.0,4,0.015032442685196745,0.13188368502316006,0.13715903242408647,"[1.0, 1.0, 1.0, 1.0, 0.5990735975295933, 1.0, 0.7887287699433866, 1.0, 0.5990735975295933, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2712300566134843, 1.0, 0.7534740092640247, 0.5226453937210499, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.40092640247040656, nan, nan, nan]","[0.41, 0.58, 0.52, 1.0, 0.49207411219763253, 0.265, 0.23478898610396284, 0.48, 0.2540092640247041, 0.53, 0.23792588780236748, 0.25, 0.06685409161091098, 0.465, 0.24973365928975816, 0.155, 0.251614770972722, 0.5006793618116315, 0.535, 0.265, 1.0, 0.415, 0.225, 0.495, 0.13725939269171383, nan, nan, nan]",1.625485897064209,285.88589096069336
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,2,7.0,7.0,2.0,9,0.40111248454882575,0.5,0.9011124845488258,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.029505562422744127, 0.18296662546353523, 0.49247218788627944, 0.20532756489493206, 0.03549443757725587, 0.2130778739184178, 0.455, 0.3107663782447467, 0.13346106304079108, 0.25, 0.23686650185414096, 0.5278553770086523, 0.09104449938195301, 0.09, 0.048516687268232384]",1.2229540348052979,87.38978600502014
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.021814120463587324,0.2490079365079365,0.2767857142857143,"[0.501984126984127, 0.7232142857142858, 0.2767857142857143, 0.501984126984127, 0.501984126984127, 0.501984126984127, 0.501984126984127, 0.7232142857142858, 1.0, nan, nan]","[0.49990079365079376, 0.5178571428571435, 0.2488244047619046, 0.5002579365079365, 0.5000595238095238, 0.49980158730158736, 0.5002976190476189, 0.5446428571428574, 0.250625, nan, nan]",0.04153013229370117,6.020803928375244
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,10,2.6,2.0,1.8547236990991407,6,0.06026462859164697,0.09516063440422937,0.23586823912159413,"[0.7925986173241155, 0.9235461569743798, 1.0, 1.0, 1.0, 0.9235461569743798, 0.92354615697438, 1.0, 0.92354615697438, 0.92354615697438, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9235461569743798, 0.92354615697438, 0.92354615697438, 1.0, nan, nan]","[0.050111834078893844, 0.3135420902806019, 0.7798129320862139, 0.7866937779585199, 0.490130134200895, 0.38005896705978104, 0.6300488003253365, 0.77063847092314, 0.6270841805612047, 0.6419072793818634, 0.604709231394877, 0.4044367629117535, 0.34688897925986234, 0.3892029280195208, 0.13394469296461975, 0.6158967059780409, 0.39445302968686535, 0.6152257015046776, 0.6270841805612047, 0.0429503863359089, nan, nan]",0.9834809303283691,147.94093990325928
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.0076819984957844254,0.12294440093970242,0.14330462020360218,"[1.0, 1.0, 0.6366483946750197, 0.26703210649960846, 1.0, 1.0, 0.6358653093187158, 0.5168363351605325, 0.5168363351605325, 0.6366483946750195, nan, nan, nan]","[0.2254189506656224, 0.48, 0.138664839467502, 0.11676585747846514, 0.18, 0.485, 0.062083007047768174, 0.4983163664839467, 0.11275254502740804, 0.23773296789350037, nan, nan, nan]",0.10821819305419922,19.983773946762085
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.005121638924455829,0.5,0.5051216389244558,"[1.0, 1.0, 0.5051216389244558, 1.0, 1.0, 1.0, 0.5051216389244558, 1.0, 1.0, 1.0, 1.0, 0.5051216389244558, 0.5051216389244558, 1.0, 0.5051216389244558, 0.5051216389244558, 1.0, 0.5051216389244558, 0.5051216389244558, nan]","[0.05, 0.14, 0.5000512163892445, 0.205, 0.105, 0.45, 0.2621670934699103, 0.04, 0.16, 0.115, 0.14, 0.5001024327784895, 0.28262804097311145, 0.06, 0.23505121638924453, 0.024948783610755445, 0.54, 0.5001024327784889, 0.03005121638924456, nan]",0.21642613410949707,18.09482479095459
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,5,2.0,2.0,0.0,2,0.11824164977254054,0.17321688500727803,0.3551673944687045,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6477438136826783, 0.9883551673944687, 1.0, 0.8326055312954876]","[0.3151091703056767, 0.2734934497816597, 0.6631732168850069, 0.026986899563318775, 0.13144832605531298, 1.0, 0.05352256186317321, 0.05160844250363903, 0.06927219796215432, 0.13164483260553136]",0.25221800804138184,27.217228889465332
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,33,2.727272727272727,2.0,0.9620913858416693,4,0.019454244888849854,0.02317596566523605,0.06094420600858369,"[1.0, 0.13133047210300428, 0.9407725321888412, 0.5313304721030043, 0.5167381974248927, 1.0000000000000002, 0.9407725321888412, 1.0000000000000002, 0.6300429184549355, 0.9407725321888412, 0.5030042918454936, nan]","[0.15470386266094402, 0.06808583690987124, 0.1386695278969956, 0.4981201716738205, 0.5013390557939915, 0.5887253218884118, 0.16008583690987113, 1.0, 0.1237339055793992, 0.14978969957081534, 0.5, nan]",1.1679039001464844,222.02402687072754
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,4,2.0,2.0,0.0,2,0.020330958536273994,0.24526963103122043,0.28240302743614004,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6133845789971599, 0.495, 0.23, 1.0, 0.7512653736991488, 0.475, 0.4909626300851467, 0.31355487228003787, 0.7277010406811735, 1.0, 1.0, 0.735555818353832, 0.5260714285714277, 0.7591201513718073, 0.3867052980132452, 1.0]",0.15041708946228027,26.251535892486572
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,2,1.0,1.0,0.0,1,0.013752455795677826,0.5,0.5137524557956779,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5137524557956779, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.465, 0.49, 0.465, 0.3, 0.13, 0.25, 0.29, 0.495, 0.495, 0.25013752455795685, 0.495, 0.07, 0.11, 0.48, 0.14, 0.61, 0.265, 0.47, nan]",0.09057807922363281,12.345010042190552
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.0370619946091644,0.5,0.5370619946091644,"[1.0, 1.0, 1.0, 1.0, 0.5370619946091644, 1.0, 0.5370619946091644, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[1.0, 0.03805592991913746, 0.2608322102425871, 0.49, 0.49925876010781595, 1.0, 0.5007412398921826, 0.22499999999999992, 0.2513005390835577, 1.0, 1.0, 0.01731469002695418, 0.010370619946091644, 0.4996293800539074, nan]",0.8033192157745361,15.741775035858154
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,21,1.4761904761904763,1.0,1.051939144494025,4,0.02313848197568385,0.057803468208092484,0.07442196531791907,"[0.5614161849710982, 0.5397398843930634, 0.5397398843930635, 0.5397398843930635, 0.39017341040462433, 0.33164739884393063, 0.458092485549133, 0.7304913294797688, 0.8807803468208093, nan, nan, nan, nan]","[0.2753648843930632, 0.13828034682080925, 0.5023843930635836, 0.5015895953757221, 0.25548410404624233, 0.26631864161849744, 0.1321893063583813, 0.541040462427747, 0.12278540462427745, nan, nan, nan, nan]",0.24834394454956055,48.181838035583496
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,8,2.5,1.0,2.598076211353316,7,0.0117274095446107,0.12183961532495735,0.1414611447184737,"[0.5120210950829843, 1.0, 1.0, 1.0, 0.8853730417248332, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25763921203660617, 1.0, 1.0, 1.0, 1.0, 0.8853730417248333, 0.7375523499302, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8853730417248332, 1.0, 1.0, nan, nan, nan]","[0.14727237474794472, 0.37298898712579587, 0.6027066852799766, 0.6532712889716156, 0.05529936404529237, 0.6424360167519788, 0.6568830463781614, 0.6243772297192506, 0.6641065611912524, 0.6207654723127051, 0.5918714130603395, 0.6388242593454332, 0.6604948037847072, 0.6099302000930679, 0.6604948037847069, 0.6352125019388876, 0.6207654723127047, 0.6027066852799766, 0.6135419574996134, 0.2898921979215143, 0.617153714906159, 0.15470451372731497, 0.6243772297192505, 0.6207654723127048, 0.4726834186443323, 0.6316007445323419, 0.5038537304172483, 0.4723460524274865, 0.6316007445323418, 0.6532712889716157, 0.4127183185977984, 0.656883046378161, 0.6027066852799764, 0.41489530013960135, 0.24906933457422098, 0.6424360167519789, 0.6352125019388875, nan, nan, nan]",2.0068960189819336,288.5838499069214
